iteration : 19, ce : 0.5368478134274483, total_loss : 0.5368478134274483, time : 84
iteration : 1339, ce : 0.2565921112895012, total_loss : 0.2565921112895012, time : 47
iteration : 1359, ce : 0.2222793035209179, total_loss : 0.2222793035209179, time : 47
iteration : 1379, ce : 0.20625487565994263, total_loss : 0.20625487565994263, time : 47
iteration : 1399, ce : 0.2158174768090248, total_loss : 0.2158174768090248, time : 48
iteration : 1419, ce : 0.2293218769133091, total_loss : 0.2293218769133091, time : 47
iteration : 1439, ce : 0.2548204682767391, total_loss : 0.2548204682767391, time : 48
iteration : 1459, ce : 0.21879969984292985, total_loss : 0.21879969984292985, time : 47
iteration : 1479, ce : 0.2311361588537693, total_loss : 0.2311361588537693, time : 48
iteration : 1499, ce : 0.22167329117655754, total_loss : 0.22167329117655754, time : 47
iteration : 1519, ce : 0.1962081976234913, total_loss : 0.1962081976234913, time : 47
iteration : 1539, ce : 0.24392723217606543, total_loss : 0.24392723217606543, time : 48
iteration : 1559, ce : 0.23940423056483268, total_loss : 0.23940423056483268, time : 47
iteration : 1579, ce : 0.21484628841280937, total_loss : 0.21484628841280937, time : 47
iteration : 1599, ce : 0.20949989669024943, total_loss : 0.20949989669024943, time : 47
iteration : 1619, ce : 0.2709981299936771, total_loss : 0.2709981299936771, time : 48
iteration : 1639, ce : 0.2434230823069811, total_loss : 0.2434230823069811, time : 48
iteration : 1659, ce : 0.20917354188859463, total_loss : 0.20917354188859463, time : 48
iteration : 1679, ce : 0.2018897496163845, total_loss : 0.2018897496163845, time : 47
iteration : 1699, ce : 0.21655131503939629, total_loss : 0.21655131503939629, time : 47
iteration : 1719, ce : 0.23402313515543938, total_loss : 0.23402313515543938, time : 48
iteration : 1739, ce : 0.21571429446339607, total_loss : 0.21571429446339607, time : 50
iteration : 1759, ce : 0.2477561917155981, total_loss : 0.2477561917155981, time : 48
iteration : 1779, ce : 0.22221577316522598, total_loss : 0.22221577316522598, time : 47
iteration : 1799, ce : 0.25879098288714886, total_loss : 0.25879098288714886, time : 47
iteration : 1819, ce : 0.24194865450263023, total_loss : 0.24194865450263023, time : 47
iteration : 1839, ce : 0.21996181048452854, total_loss : 0.21996181048452854, time : 48
iteration : 1859, ce : 0.2318996824324131, total_loss : 0.2318996824324131, time : 47
iteration : 1879, ce : 0.19137393794953822, total_loss : 0.19137393794953822, time : 47
iteration : 1899, ce : 0.20432752259075643, total_loss : 0.20432752259075643, time : 48
iteration : 1919, ce : 0.2135704718530178, total_loss : 0.2135704718530178, time : 48
iteration : 1939, ce : 0.2327147491276264, total_loss : 0.2327147491276264, time : 47
iteration : 1959, ce : 0.20570726916193963, total_loss : 0.20570726916193963, time : 47
iteration : 1979, ce : 0.24215270951390266, total_loss : 0.24215270951390266, time : 47
iteration : 1999, ce : 0.2095306735485792, total_loss : 0.2095306735485792, time : 47
iteration : 2019, ce : 0.23447122648358346, total_loss : 0.23447122648358346, time : 47
iteration : 2039, ce : 0.22730504982173444, total_loss : 0.22730504982173444, time : 47
iteration : 2059, ce : 0.20783678106963635, total_loss : 0.20783678106963635, time : 47
iteration : 2079, ce : 0.22071996778249742, total_loss : 0.22071996778249742, time : 47
iteration : 2099, ce : 0.20446533150970936, total_loss : 0.20446533150970936, time : 48
iteration : 2119, ce : 0.2118523709475994, total_loss : 0.2118523709475994, time : 47
iteration : 2139, ce : 0.22202836573123932, total_loss : 0.22202836573123932, time : 47
iteration : 2159, ce : 0.22605449035763742, total_loss : 0.22605449035763742, time : 48
iteration : 2179, ce : 0.23173209838569164, total_loss : 0.23173209838569164, time : 47
iteration : 2199, ce : 0.2334756527096033, total_loss : 0.2334756527096033, time : 47
iteration : 2219, ce : 0.25120531022548676, total_loss : 0.25120531022548676, time : 48
iteration : 2239, ce : 0.21686802804470062, total_loss : 0.21686802804470062, time : 47
iteration : 2259, ce : 0.20285824909806252, total_loss : 0.20285824909806252, time : 47
iteration : 2279, ce : 0.2088946059346199, total_loss : 0.2088946059346199, time : 48
iteration : 2299, ce : 0.23467869088053703, total_loss : 0.23467869088053703, time : 48
iteration : 2319, ce : 0.21547590978443623, total_loss : 0.21547590978443623, time : 47
iteration : 2339, ce : 0.23097176477313042, total_loss : 0.23097176477313042, time : 48
iteration : 2359, ce : 0.2610970981419086, total_loss : 0.2610970981419086, time : 47
iteration : 2379, ce : 0.22524152770638467, total_loss : 0.22524152770638467, time : 47
iteration : 2399, ce : 0.21975829303264618, total_loss : 0.21975829303264618, time : 47
iteration : 2419, ce : 0.2010816115885973, total_loss : 0.2010816115885973, time : 47
iteration : 2439, ce : 0.19158267118036748, total_loss : 0.19158267118036748, time : 48
iteration : 2459, ce : 0.20694657675921918, total_loss : 0.20694657675921918, time : 47
iteration : 2479, ce : 0.20568700283765792, total_loss : 0.20568700283765792, time : 47
iteration : 2499, ce : 0.21949199438095093, total_loss : 0.21949199438095093, time : 47
iteration : 2519, ce : 0.21039309203624726, total_loss : 0.21039309203624726, time : 47
iteration : 2539, ce : 0.1940820213407278, total_loss : 0.1940820213407278, time : 47
iteration : 2559, ce : 0.19018107354640962, total_loss : 0.19018107354640962, time : 47
iteration : 2579, ce : 0.22522969096899031, total_loss : 0.22522969096899031, time : 47
iteration : 2599, ce : 0.19144994243979455, total_loss : 0.19144994243979455, time : 47
iteration : 2619, ce : 0.2107434704899788, total_loss : 0.2107434704899788, time : 92
iteration : 2639, ce : 0.18985407762229442, total_loss : 0.18985407762229442, time : 49
iteration : 2659, ce : 0.192890839651227, total_loss : 0.192890839651227, time : 50
iteration : 2679, ce : 0.20908652171492575, total_loss : 0.20908652171492575, time : 50
iteration : 2699, ce : 0.2045471254736185, total_loss : 0.2045471254736185, time : 49
iteration : 2719, ce : 0.21593826375901698, total_loss : 0.21593826375901698, time : 48
iteration : 2739, ce : 0.2214326661080122, total_loss : 0.2214326661080122, time : 48
iteration : 2759, ce : 0.22273137643933297, total_loss : 0.22273137643933297, time : 48
iteration : 2779, ce : 0.20669430084526538, total_loss : 0.20669430084526538, time : 47
iteration : 2799, ce : 0.2047389518469572, total_loss : 0.2047389518469572, time : 47
iteration : 2819, ce : 0.20543636195361614, total_loss : 0.20543636195361614, time : 47
iteration : 2839, ce : 0.2248115934431553, total_loss : 0.2248115934431553, time : 47
iteration : 2859, ce : 0.1990164577960968, total_loss : 0.1990164577960968, time : 48
iteration : 2879, ce : 0.20433850288391114, total_loss : 0.20433850288391114, time : 47
iteration : 2899, ce : 0.20753954127430915, total_loss : 0.20753954127430915, time : 47
iteration : 2919, ce : 0.2283986672759056, total_loss : 0.2283986672759056, time : 47
iteration : 2939, ce : 0.2201438184827566, total_loss : 0.2201438184827566, time : 47
iteration : 2959, ce : 0.20848692059516907, total_loss : 0.20848692059516907, time : 47
iteration : 2979, ce : 0.19224443547427655, total_loss : 0.19224443547427655, time : 48
iteration : 2999, ce : 0.23208999559283255, total_loss : 0.23208999559283255, time : 47
iteration : 3019, ce : 0.24431884661316872, total_loss : 0.24431884661316872, time : 47
iteration : 3039, ce : 0.2063269853591919, total_loss : 0.2063269853591919, time : 47
iteration : 3059, ce : 0.2160882968455553, total_loss : 0.2160882968455553, time : 47
iteration : 3079, ce : 0.22022561505436897, total_loss : 0.22022561505436897, time : 47
iteration : 3099, ce : 0.22074940875172616, total_loss : 0.22074940875172616, time : 47
iteration : 3119, ce : 0.2155159071087837, total_loss : 0.2155159071087837, time : 47
iteration : 3139, ce : 0.2318652868270874, total_loss : 0.2318652868270874, time : 47
iteration : 3159, ce : 0.19755938947200774, total_loss : 0.19755938947200774, time : 47
iteration : 3179, ce : 0.23188071511685848, total_loss : 0.23188071511685848, time : 47
iteration : 3199, ce : 0.2197694256901741, total_loss : 0.2197694256901741, time : 48
iteration : 3219, ce : 0.24366987384855748, total_loss : 0.24366987384855748, time : 48
iteration : 3239, ce : 0.20476991906762124, total_loss : 0.20476991906762124, time : 48
iteration : 3259, ce : 0.2625572636723518, total_loss : 0.2625572636723518, time : 47
iteration : 3279, ce : 0.23635197654366494, total_loss : 0.23635197654366494, time : 47
iteration : 3299, ce : 0.19948068335652352, total_loss : 0.19948068335652352, time : 47
iteration : 3319, ce : 0.25455371998250487, total_loss : 0.25455371998250487, time : 47
iteration : 3339, ce : 0.22632933109998704, total_loss : 0.22632933109998704, time : 47
iteration : 3359, ce : 0.22768291793763637, total_loss : 0.22768291793763637, time : 48
iteration : 3379, ce : 0.22476751506328582, total_loss : 0.22476751506328582, time : 47
iteration : 3399, ce : 0.21996494382619858, total_loss : 0.21996494382619858, time : 48
iteration : 3419, ce : 0.2059125792235136, total_loss : 0.2059125792235136, time : 47
iteration : 3439, ce : 0.1980427410453558, total_loss : 0.1980427410453558, time : 47
iteration : 3459, ce : 0.21521379239857197, total_loss : 0.21521379239857197, time : 47
iteration : 3479, ce : 0.18603891283273696, total_loss : 0.18603891283273696, time : 47
iteration : 3499, ce : 0.22284167669713498, total_loss : 0.22284167669713498, time : 48
iteration : 3519, ce : 0.22481231167912483, total_loss : 0.22481231167912483, time : 47
iteration : 3539, ce : 0.21130752563476562, total_loss : 0.21130752563476562, time : 47
iteration : 3559, ce : 0.19751524701714515, total_loss : 0.19751524701714515, time : 47
iteration : 3579, ce : 0.23098467327654362, total_loss : 0.23098467327654362, time : 47
iteration : 3599, ce : 0.18085147365927695, total_loss : 0.18085147365927695, time : 47
iteration : 3619, ce : 0.21316295936703683, total_loss : 0.21316295936703683, time : 47
iteration : 3639, ce : 0.2228511817753315, total_loss : 0.2228511817753315, time : 47
iteration : 3659, ce : 0.24065831080079078, total_loss : 0.24065831080079078, time : 48
iteration : 3679, ce : 0.19046088084578514, total_loss : 0.19046088084578514, time : 47
iteration : 3699, ce : 0.2611104615032673, total_loss : 0.2611104615032673, time : 48
iteration : 3719, ce : 0.2170356199145317, total_loss : 0.2170356199145317, time : 47
iteration : 3739, ce : 0.21340877935290337, total_loss : 0.21340877935290337, time : 47
iteration : 3759, ce : 0.24319566860795022, total_loss : 0.24319566860795022, time : 47
iteration : 3779, ce : 0.22222137749195098, total_loss : 0.22222137749195098, time : 48
iteration : 3799, ce : 0.22097522988915444, total_loss : 0.22097522988915444, time : 47
iteration : 3819, ce : 0.20795175768435, total_loss : 0.20795175768435, time : 47
iteration : 3839, ce : 0.23281638845801353, total_loss : 0.23281638845801353, time : 47
iteration : 3859, ce : 0.1930502112954855, total_loss : 0.1930502112954855, time : 48
iteration : 3879, ce : 0.22172988951206207, total_loss : 0.22172988951206207, time : 47
iteration : 3899, ce : 0.21248457469046117, total_loss : 0.21248457469046117, time : 47
iteration : 3919, ce : 0.19193530194461345, total_loss : 0.19193530194461345, time : 47
iteration : 3939, ce : 0.2058577135205269, total_loss : 0.2058577135205269, time : 47
iteration : 3959, ce : 0.22296731024980546, total_loss : 0.22296731024980546, time : 47
iteration : 3979, ce : 0.21982042491436005, total_loss : 0.21982042491436005, time : 47
iteration : 3999, ce : 0.1787559475749731, total_loss : 0.1787559475749731, time : 47
iteration : 4019, ce : 0.2181621700525284, total_loss : 0.2181621700525284, time : 47
iteration : 4039, ce : 0.2146108504384756, total_loss : 0.2146108504384756, time : 47
iteration : 4059, ce : 0.21924439929425715, total_loss : 0.21924439929425715, time : 47
iteration : 4079, ce : 0.19525046460330486, total_loss : 0.19525046460330486, time : 47
iteration : 4099, ce : 0.2235396221280098, total_loss : 0.2235396221280098, time : 47
iteration : 4119, ce : 0.19486118592321872, total_loss : 0.19486118592321872, time : 47
iteration : 4139, ce : 0.21663102954626084, total_loss : 0.21663102954626084, time : 47
iteration : 4159, ce : 0.2068401448428631, total_loss : 0.2068401448428631, time : 47
iteration : 4179, ce : 0.21347713954746722, total_loss : 0.21347713954746722, time : 47
iteration : 4199, ce : 0.19375412985682489, total_loss : 0.19375412985682489, time : 48
iteration : 4219, ce : 0.2661509793251753, total_loss : 0.2661509793251753, time : 47
iteration : 4239, ce : 0.23044108152389525, total_loss : 0.23044108152389525, time : 47
iteration : 4259, ce : 0.20964124649763108, total_loss : 0.20964124649763108, time : 47
iteration : 4279, ce : 0.21338061727583407, total_loss : 0.21338061727583407, time : 47
iteration : 4299, ce : 0.21037780046463012, total_loss : 0.21037780046463012, time : 47
iteration : 4319, ce : 0.21664009913802146, total_loss : 0.21664009913802146, time : 48
iteration : 4339, ce : 0.19218287318944932, total_loss : 0.19218287318944932, time : 47
iteration : 4359, ce : 0.22583644427359104, total_loss : 0.22583644427359104, time : 48
iteration : 4379, ce : 0.21617009118199348, total_loss : 0.21617009118199348, time : 47
iteration : 4399, ce : 0.25253428891301155, total_loss : 0.25253428891301155, time : 47
iteration : 4419, ce : 0.1919923260807991, total_loss : 0.1919923260807991, time : 47
iteration : 4439, ce : 0.20488707572221757, total_loss : 0.20488707572221757, time : 47
iteration : 4459, ce : 0.21670910082757472, total_loss : 0.21670910082757472, time : 47
iteration : 4479, ce : 0.20532736405730248, total_loss : 0.20532736405730248, time : 47
iteration : 4499, ce : 0.2037523038685322, total_loss : 0.2037523038685322, time : 47
iteration : 4519, ce : 0.19539955034852027, total_loss : 0.19539955034852027, time : 47
iteration : 4539, ce : 0.22300373315811156, total_loss : 0.22300373315811156, time : 47
iteration : 4559, ce : 0.2043994627892971, total_loss : 0.2043994627892971, time : 47
iteration : 4579, ce : 0.23115263804793357, total_loss : 0.23115263804793357, time : 47
iteration : 4599, ce : 0.2249126944690943, total_loss : 0.2249126944690943, time : 48
iteration : 4619, ce : 0.21854981407523155, total_loss : 0.21854981407523155, time : 47
iteration : 4639, ce : 0.19341984577476978, total_loss : 0.19341984577476978, time : 47
iteration : 4659, ce : 0.21418596394360065, total_loss : 0.21418596394360065, time : 47
iteration : 4679, ce : 0.20958409160375596, total_loss : 0.20958409160375596, time : 47
iteration : 4699, ce : 0.20833017267286777, total_loss : 0.20833017267286777, time : 47
iteration : 4719, ce : 0.217061972245574, total_loss : 0.217061972245574, time : 48
iteration : 4739, ce : 0.22479644417762756, total_loss : 0.22479644417762756, time : 47
iteration : 4759, ce : 0.19714370016008614, total_loss : 0.19714370016008614, time : 47
iteration : 4779, ce : 0.1790504764765501, total_loss : 0.1790504764765501, time : 47
iteration : 4799, ce : 0.19161239601671695, total_loss : 0.19161239601671695, time : 48
iteration : 4819, ce : 0.21422844976186753, total_loss : 0.21422844976186753, time : 47
iteration : 4839, ce : 0.22790825739502907, total_loss : 0.22790825739502907, time : 47
iteration : 4859, ce : 0.20994004756212234, total_loss : 0.20994004756212234, time : 47
iteration : 4879, ce : 0.22437685802578927, total_loss : 0.22437685802578927, time : 47
iteration : 4899, ce : 0.17637519985437394, total_loss : 0.17637519985437394, time : 47
iteration : 4919, ce : 0.20217659436166285, total_loss : 0.20217659436166285, time : 47
iteration : 4939, ce : 0.2031766302883625, total_loss : 0.2031766302883625, time : 48
iteration : 4959, ce : 0.20522814877331258, total_loss : 0.20522814877331258, time : 47
iteration : 4979, ce : 0.16979241073131562, total_loss : 0.16979241073131562, time : 47
iteration : 4999, ce : 0.25085717290639875, total_loss : 0.25085717290639875, time : 47
saved model in ./experiment/model/semantic_sam/model.pth
iteration : 4999, mIoU : 82.87387084960938, OA : 92.50714111328125, best_valid_mIoU : 82.87387084960938, time : 780
iteration : 5019, ce : 0.2030517116189003, total_loss : 0.2030517116189003, time : 839
iteration : 5039, ce : 0.21461185179650782, total_loss : 0.21461185179650782, time : 47
iteration : 5059, ce : 0.20909527577459813, total_loss : 0.20909527577459813, time : 50
iteration : 5079, ce : 0.21964956037700176, total_loss : 0.21964956037700176, time : 50
iteration : 5099, ce : 0.19885529913008212, total_loss : 0.19885529913008212, time : 49
iteration : 5119, ce : 0.21238931715488435, total_loss : 0.21238931715488435, time : 48
iteration : 5139, ce : 0.20434035174548626, total_loss : 0.20434035174548626, time : 48
iteration : 5159, ce : 0.20434712171554564, total_loss : 0.20434712171554564, time : 47
iteration : 5179, ce : 0.17812793664634227, total_loss : 0.17812793664634227, time : 47
iteration : 5199, ce : 0.20703788213431834, total_loss : 0.20703788213431834, time : 47
iteration : 5219, ce : 0.2089366525411606, total_loss : 0.2089366525411606, time : 93
iteration : 5239, ce : 0.20660812631249428, total_loss : 0.20660812631249428, time : 48
iteration : 5259, ce : 0.23538397923111914, total_loss : 0.23538397923111914, time : 50
iteration : 5279, ce : 0.1955647312104702, total_loss : 0.1955647312104702, time : 50
iteration : 5299, ce : 0.2132477305829525, total_loss : 0.2132477305829525, time : 49
iteration : 5319, ce : 0.20068406797945498, total_loss : 0.20068406797945498, time : 48
iteration : 5339, ce : 0.19364201612770557, total_loss : 0.19364201612770557, time : 48
iteration : 5359, ce : 0.20170963183045387, total_loss : 0.20170963183045387, time : 47
iteration : 5379, ce : 0.2090629130601883, total_loss : 0.2090629130601883, time : 47
iteration : 5399, ce : 0.20297386907041073, total_loss : 0.20297386907041073, time : 47
iteration : 5419, ce : 0.2032099235802889, total_loss : 0.2032099235802889, time : 47
iteration : 5439, ce : 0.1885175656527281, total_loss : 0.1885175656527281, time : 47
iteration : 5459, ce : 0.21739655397832394, total_loss : 0.21739655397832394, time : 47
iteration : 5479, ce : 0.20569921657443047, total_loss : 0.20569921657443047, time : 47
iteration : 5499, ce : 0.19766709618270398, total_loss : 0.19766709618270398, time : 47
iteration : 5519, ce : 0.22150425910949706, total_loss : 0.22150425910949706, time : 47
iteration : 5539, ce : 0.21903308145701886, total_loss : 0.21903308145701886, time : 47
iteration : 5559, ce : 0.2086591560393572, total_loss : 0.2086591560393572, time : 47
iteration : 5579, ce : 0.2292969349771738, total_loss : 0.2292969349771738, time : 47
iteration : 5599, ce : 0.214069452136755, total_loss : 0.214069452136755, time : 47
iteration : 5619, ce : 0.22824401035904884, total_loss : 0.22824401035904884, time : 47
iteration : 5639, ce : 0.23069905824959278, total_loss : 0.23069905824959278, time : 48
iteration : 5659, ce : 0.23818538337945938, total_loss : 0.23818538337945938, time : 47
iteration : 5679, ce : 0.19104542210698128, total_loss : 0.19104542210698128, time : 47
iteration : 5699, ce : 0.2101890727877617, total_loss : 0.2101890727877617, time : 47
iteration : 5719, ce : 0.18918088860809804, total_loss : 0.18918088860809804, time : 47
iteration : 5739, ce : 0.21059033796191215, total_loss : 0.21059033796191215, time : 47
iteration : 5759, ce : 0.2138576999306679, total_loss : 0.2138576999306679, time : 48
iteration : 5779, ce : 0.22461361810564995, total_loss : 0.22461361810564995, time : 47
iteration : 5799, ce : 0.20591181069612502, total_loss : 0.20591181069612502, time : 47
iteration : 5819, ce : 0.2138530623167753, total_loss : 0.2138530623167753, time : 47
iteration : 5839, ce : 0.1725700944662094, total_loss : 0.1725700944662094, time : 47
iteration : 5859, ce : 0.18949233181774616, total_loss : 0.18949233181774616, time : 47
iteration : 5879, ce : 0.15510406009852887, total_loss : 0.15510406009852887, time : 47
iteration : 5899, ce : 0.1843963608145714, total_loss : 0.1843963608145714, time : 47
iteration : 5919, ce : 0.23494100980460644, total_loss : 0.23494100980460644, time : 47
iteration : 5939, ce : 0.20873305313289164, total_loss : 0.20873305313289164, time : 47
iteration : 5959, ce : 0.19030555635690688, total_loss : 0.19030555635690688, time : 47
iteration : 5979, ce : 0.2145455375313759, total_loss : 0.2145455375313759, time : 48
iteration : 5999, ce : 0.22620224952697754, total_loss : 0.22620224952697754, time : 47
iteration : 6019, ce : 0.20659575350582599, total_loss : 0.20659575350582599, time : 47
iteration : 6039, ce : 0.19143391363322734, total_loss : 0.19143391363322734, time : 48
iteration : 6059, ce : 0.23304152637720107, total_loss : 0.23304152637720107, time : 47
iteration : 6079, ce : 0.17281682640314103, total_loss : 0.17281682640314103, time : 48
iteration : 6099, ce : 0.20419017374515533, total_loss : 0.20419017374515533, time : 47
iteration : 6119, ce : 0.19465255960822106, total_loss : 0.19465255960822106, time : 47
iteration : 6139, ce : 0.23933487087488176, total_loss : 0.23933487087488176, time : 47
iteration : 6159, ce : 0.1757256429642439, total_loss : 0.1757256429642439, time : 47
iteration : 6179, ce : 0.22650451511144637, total_loss : 0.22650451511144637, time : 47
iteration : 6199, ce : 0.19940268322825433, total_loss : 0.19940268322825433, time : 47
iteration : 6219, ce : 0.19905683994293213, total_loss : 0.19905683994293213, time : 48
iteration : 6239, ce : 0.19863162524998187, total_loss : 0.19863162524998187, time : 47
iteration : 6259, ce : 0.23288163915276527, total_loss : 0.23288163915276527, time : 47
iteration : 6279, ce : 0.2026310719549656, total_loss : 0.2026310719549656, time : 47
iteration : 6299, ce : 0.20101095102727412, total_loss : 0.20101095102727412, time : 48
iteration : 6319, ce : 0.2145440649241209, total_loss : 0.2145440649241209, time : 48
iteration : 6339, ce : 0.2168511997908354, total_loss : 0.2168511997908354, time : 47
iteration : 6359, ce : 0.18436885327100755, total_loss : 0.18436885327100755, time : 47
iteration : 6379, ce : 0.19933858141303062, total_loss : 0.19933858141303062, time : 48
iteration : 6399, ce : 0.19396614730358125, total_loss : 0.19396614730358125, time : 47
iteration : 6419, ce : 0.22348197288811206, total_loss : 0.22348197288811206, time : 47
iteration : 6439, ce : 0.20859512984752654, total_loss : 0.20859512984752654, time : 48
iteration : 6459, ce : 0.18513925448060037, total_loss : 0.18513925448060037, time : 47
iteration : 6479, ce : 0.19872451461851598, total_loss : 0.19872451461851598, time : 47
iteration : 6499, ce : 0.19714251719415188, total_loss : 0.19714251719415188, time : 47
iteration : 6519, ce : 0.2006213840097189, total_loss : 0.2006213840097189, time : 47
iteration : 6539, ce : 0.1993729554116726, total_loss : 0.1993729554116726, time : 47
iteration : 6559, ce : 0.1855257622897625, total_loss : 0.1855257622897625, time : 47
iteration : 6579, ce : 0.19533342570066453, total_loss : 0.19533342570066453, time : 47
iteration : 6599, ce : 0.23388265892863275, total_loss : 0.23388265892863275, time : 47
iteration : 6619, ce : 0.20406175777316093, total_loss : 0.20406175777316093, time : 47
iteration : 6639, ce : 0.21085991896688938, total_loss : 0.21085991896688938, time : 48
iteration : 6659, ce : 0.21912022829055786, total_loss : 0.21912022829055786, time : 47
iteration : 6679, ce : 0.19904218316078187, total_loss : 0.19904218316078187, time : 47
iteration : 6699, ce : 0.19521701857447624, total_loss : 0.19521701857447624, time : 47
iteration : 6719, ce : 0.17161493115127086, total_loss : 0.17161493115127086, time : 47
iteration : 6739, ce : 0.23020235933363437, total_loss : 0.23020235933363437, time : 47
iteration : 6759, ce : 0.1983471918851137, total_loss : 0.1983471918851137, time : 47
iteration : 6779, ce : 0.19583865143358709, total_loss : 0.19583865143358709, time : 48
iteration : 6799, ce : 0.18323037959635258, total_loss : 0.18323037959635258, time : 47
