iteration : 19, ce : 0.5769206613302231, total_loss : 0.5769206613302231, time : 88
iteration : 979, ce : 0.19304018802940845, total_loss : 0.19304018802940845, time : 50
iteration : 999, ce : 0.1620869092643261, total_loss : 0.1620869092643261, time : 50
iteration : 1019, ce : 0.21568264588713645, total_loss : 0.21568264588713645, time : 50
iteration : 1039, ce : 0.23655440136790276, total_loss : 0.23655440136790276, time : 50
iteration : 1059, ce : 0.18935420773923398, total_loss : 0.18935420773923398, time : 50
iteration : 1079, ce : 0.21085926257073878, total_loss : 0.21085926257073878, time : 50
iteration : 1099, ce : 0.19283060282468795, total_loss : 0.19283060282468795, time : 50
iteration : 1119, ce : 0.18588135801255704, total_loss : 0.18588135801255704, time : 50
iteration : 1139, ce : 0.1801496773958206, total_loss : 0.1801496773958206, time : 50
iteration : 1159, ce : 0.20827389359474183, total_loss : 0.20827389359474183, time : 50
iteration : 1179, ce : 0.19776095859706402, total_loss : 0.19776095859706402, time : 50
iteration : 1199, ce : 0.1630069151520729, total_loss : 0.1630069151520729, time : 50
iteration : 1219, ce : 0.19912134259939193, total_loss : 0.19912134259939193, time : 50
iteration : 1239, ce : 0.20159525126218797, total_loss : 0.20159525126218797, time : 50
iteration : 1259, ce : 0.21147267371416092, total_loss : 0.21147267371416092, time : 50
iteration : 1279, ce : 0.1993006020784378, total_loss : 0.1993006020784378, time : 50
iteration : 1299, ce : 0.1860031608492136, total_loss : 0.1860031608492136, time : 50
iteration : 1319, ce : 0.17870842851698399, total_loss : 0.17870842851698399, time : 50
iteration : 1339, ce : 0.19419283457100392, total_loss : 0.19419283457100392, time : 50
iteration : 1359, ce : 0.1608979817479849, total_loss : 0.1608979817479849, time : 50
iteration : 1379, ce : 0.1991206392645836, total_loss : 0.1991206392645836, time : 50
iteration : 1399, ce : 0.17554304525256156, total_loss : 0.17554304525256156, time : 50
iteration : 1419, ce : 0.20489358827471732, total_loss : 0.20489358827471732, time : 50
iteration : 1439, ce : 0.18448472656309606, total_loss : 0.18448472656309606, time : 50
iteration : 1459, ce : 0.18286826200783252, total_loss : 0.18286826200783252, time : 50
iteration : 1479, ce : 0.19869336113333702, total_loss : 0.19869336113333702, time : 50
iteration : 1499, ce : 0.22637742683291434, total_loss : 0.22637742683291434, time : 50
iteration : 1519, ce : 0.19174456596374512, total_loss : 0.19174456596374512, time : 50
iteration : 1539, ce : 0.21346734203398227, total_loss : 0.21346734203398227, time : 52
iteration : 1559, ce : 0.1964014619588852, total_loss : 0.1964014619588852, time : 50
iteration : 1579, ce : 0.17219471298158168, total_loss : 0.17219471298158168, time : 50
iteration : 1599, ce : 0.14635741971433164, total_loss : 0.14635741971433164, time : 50
iteration : 1619, ce : 0.17997865434736013, total_loss : 0.17997865434736013, time : 50
iteration : 1639, ce : 0.2079386804252863, total_loss : 0.2079386804252863, time : 50
iteration : 1659, ce : 0.22872624062001706, total_loss : 0.22872624062001706, time : 50
iteration : 1679, ce : 0.2040283389389515, total_loss : 0.2040283389389515, time : 50
iteration : 1699, ce : 0.21603623554110526, total_loss : 0.21603623554110526, time : 50
iteration : 1719, ce : 0.16651500687003135, total_loss : 0.16651500687003135, time : 50
iteration : 1739, ce : 0.16901871673762797, total_loss : 0.16901871673762797, time : 49
iteration : 1759, ce : 0.20289291441440582, total_loss : 0.20289291441440582, time : 49
iteration : 1779, ce : 0.1922209568321705, total_loss : 0.1922209568321705, time : 50
iteration : 1799, ce : 0.18761231675744056, total_loss : 0.18761231675744056, time : 50
iteration : 1819, ce : 0.1887587860226631, total_loss : 0.1887587860226631, time : 50
iteration : 1839, ce : 0.20031893104314805, total_loss : 0.20031893104314805, time : 50
iteration : 1859, ce : 0.1990230530500412, total_loss : 0.1990230530500412, time : 50
iteration : 1879, ce : 0.18770825639367103, total_loss : 0.18770825639367103, time : 50
iteration : 1899, ce : 0.21176646873354912, total_loss : 0.21176646873354912, time : 49
iteration : 1919, ce : 0.17793802171945572, total_loss : 0.17793802171945572, time : 49
iteration : 1939, ce : 0.2023606810718775, total_loss : 0.2023606810718775, time : 49
iteration : 1959, ce : 0.18495443202555178, total_loss : 0.18495443202555178, time : 50
iteration : 1979, ce : 0.16564635820686818, total_loss : 0.16564635820686818, time : 50
iteration : 1999, ce : 0.19554200880229472, total_loss : 0.19554200880229472, time : 49
iteration : 2019, ce : 0.20771468095481396, total_loss : 0.20771468095481396, time : 50
iteration : 2039, ce : 0.19911882430315017, total_loss : 0.19911882430315017, time : 50
iteration : 2059, ce : 0.17270003259181976, total_loss : 0.17270003259181976, time : 50
iteration : 2079, ce : 0.18965077884495257, total_loss : 0.18965077884495257, time : 49
iteration : 2099, ce : 0.21394529268145562, total_loss : 0.21394529268145562, time : 49
iteration : 2119, ce : 0.17026185132563115, total_loss : 0.17026185132563115, time : 49
iteration : 2139, ce : 0.21164137348532677, total_loss : 0.21164137348532677, time : 49
iteration : 2159, ce : 0.1773188430815935, total_loss : 0.1773188430815935, time : 50
iteration : 2179, ce : 0.18727900162339212, total_loss : 0.18727900162339212, time : 50
iteration : 2199, ce : 0.18532974720001222, total_loss : 0.18532974720001222, time : 49
iteration : 2219, ce : 0.19378304332494736, total_loss : 0.19378304332494736, time : 49
iteration : 2239, ce : 0.18963467366993428, total_loss : 0.18963467366993428, time : 49
iteration : 2259, ce : 0.18376849442720414, total_loss : 0.18376849442720414, time : 49
iteration : 2279, ce : 0.15554955862462522, total_loss : 0.15554955862462522, time : 49
iteration : 2299, ce : 0.182931661978364, total_loss : 0.182931661978364, time : 49
iteration : 2319, ce : 0.17814425155520439, total_loss : 0.17814425155520439, time : 49
iteration : 2339, ce : 0.20690095648169518, total_loss : 0.20690095648169518, time : 49
iteration : 2359, ce : 0.17396600525826217, total_loss : 0.17396600525826217, time : 49
iteration : 2379, ce : 0.17938872054219246, total_loss : 0.17938872054219246, time : 49
iteration : 2399, ce : 0.20424026176333426, total_loss : 0.20424026176333426, time : 49
iteration : 2419, ce : 0.17885789647698402, total_loss : 0.17885789647698402, time : 49
iteration : 2439, ce : 0.17869243286550046, total_loss : 0.17869243286550046, time : 50
iteration : 2459, ce : 0.18519806265830993, total_loss : 0.18519806265830993, time : 50
iteration : 2479, ce : 0.20057574547827245, total_loss : 0.20057574547827245, time : 50
iteration : 2499, ce : 0.1804544635117054, total_loss : 0.1804544635117054, time : 49
iteration : 2519, ce : 0.19031416103243828, total_loss : 0.19031416103243828, time : 49
iteration : 2539, ce : 0.1919088438153267, total_loss : 0.1919088438153267, time : 49
iteration : 2559, ce : 0.19573544040322305, total_loss : 0.19573544040322305, time : 49
iteration : 2579, ce : 0.14384304098784922, total_loss : 0.14384304098784922, time : 49
iteration : 2599, ce : 0.19325679056346418, total_loss : 0.19325679056346418, time : 49
iteration : 2619, ce : 0.17874568551778794, total_loss : 0.17874568551778794, time : 93
iteration : 2639, ce : 0.15476843379437924, total_loss : 0.15476843379437924, time : 50
iteration : 2659, ce : 0.1763942815363407, total_loss : 0.1763942815363407, time : 52
iteration : 2679, ce : 0.17573814764618872, total_loss : 0.17573814764618872, time : 51
iteration : 2699, ce : 0.18284176476299763, total_loss : 0.18284176476299763, time : 50
iteration : 2719, ce : 0.17475859336555005, total_loss : 0.17475859336555005, time : 50
iteration : 2739, ce : 0.18744676932692528, total_loss : 0.18744676932692528, time : 49
iteration : 2759, ce : 0.1401194803416729, total_loss : 0.1401194803416729, time : 49
iteration : 2779, ce : 0.15794230699539186, total_loss : 0.15794230699539186, time : 49
iteration : 2799, ce : 0.18276389986276625, total_loss : 0.18276389986276625, time : 49
iteration : 2819, ce : 0.1945235352963209, total_loss : 0.1945235352963209, time : 49
iteration : 2839, ce : 0.18331385552883148, total_loss : 0.18331385552883148, time : 50
iteration : 2859, ce : 0.18843649365007878, total_loss : 0.18843649365007878, time : 53
iteration : 2879, ce : 0.19713601022958754, total_loss : 0.19713601022958754, time : 50
iteration : 2899, ce : 0.1802387498319149, total_loss : 0.1802387498319149, time : 49
iteration : 2919, ce : 0.20570409558713437, total_loss : 0.20570409558713437, time : 49
iteration : 2939, ce : 0.2054969433695078, total_loss : 0.2054969433695078, time : 49
iteration : 2959, ce : 0.1602509727701545, total_loss : 0.1602509727701545, time : 49
iteration : 2979, ce : 0.20507110394537448, total_loss : 0.20507110394537448, time : 49
iteration : 2999, ce : 0.19608631283044814, total_loss : 0.19608631283044814, time : 49
iteration : 3019, ce : 0.2089058466255665, total_loss : 0.2089058466255665, time : 49
iteration : 3039, ce : 0.1806244943290949, total_loss : 0.1806244943290949, time : 49
iteration : 3059, ce : 0.18585251532495023, total_loss : 0.18585251532495023, time : 49
iteration : 3079, ce : 0.15417625922709705, total_loss : 0.15417625922709705, time : 49
iteration : 3099, ce : 0.1767426822334528, total_loss : 0.1767426822334528, time : 49
iteration : 3119, ce : 0.14343432597815992, total_loss : 0.14343432597815992, time : 49
iteration : 3139, ce : 0.18507987521588803, total_loss : 0.18507987521588803, time : 49
iteration : 3159, ce : 0.18475698120892048, total_loss : 0.18475698120892048, time : 49
iteration : 3179, ce : 0.1681859539821744, total_loss : 0.1681859539821744, time : 50
iteration : 3199, ce : 0.20068323910236358, total_loss : 0.20068323910236358, time : 50
iteration : 3219, ce : 0.16241742335259915, total_loss : 0.16241742335259915, time : 49
iteration : 3239, ce : 0.18704818114638327, total_loss : 0.18704818114638327, time : 49
iteration : 3259, ce : 0.21189184710383416, total_loss : 0.21189184710383416, time : 49
iteration : 3279, ce : 0.19019377268850804, total_loss : 0.19019377268850804, time : 50
iteration : 3299, ce : 0.18312315456569195, total_loss : 0.18312315456569195, time : 49
iteration : 3319, ce : 0.18807361386716365, total_loss : 0.18807361386716365, time : 49
iteration : 3339, ce : 0.16883315593004228, total_loss : 0.16883315593004228, time : 49
iteration : 3359, ce : 0.1698396597057581, total_loss : 0.1698396597057581, time : 49
iteration : 3379, ce : 0.16872146390378476, total_loss : 0.16872146390378476, time : 49
iteration : 3399, ce : 0.17831326499581338, total_loss : 0.17831326499581338, time : 49
iteration : 3419, ce : 0.20659253112971782, total_loss : 0.20659253112971782, time : 49
iteration : 3439, ce : 0.22994628176093102, total_loss : 0.22994628176093102, time : 49
iteration : 3459, ce : 0.1790374256670475, total_loss : 0.1790374256670475, time : 49
iteration : 3479, ce : 0.16525117084383964, total_loss : 0.16525117084383964, time : 49
iteration : 3499, ce : 0.19199658147990703, total_loss : 0.19199658147990703, time : 49
iteration : 3519, ce : 0.16890651360154152, total_loss : 0.16890651360154152, time : 49
iteration : 3539, ce : 0.15668122246861457, total_loss : 0.15668122246861457, time : 50
iteration : 3559, ce : 0.19774845764040946, total_loss : 0.19774845764040946, time : 49
iteration : 3579, ce : 0.15512616094201803, total_loss : 0.15512616094201803, time : 49
iteration : 3599, ce : 0.17631111964583396, total_loss : 0.17631111964583396, time : 49
iteration : 3619, ce : 0.18526356294751167, total_loss : 0.18526356294751167, time : 49
iteration : 3639, ce : 0.1826161202043295, total_loss : 0.1826161202043295, time : 49
iteration : 3659, ce : 0.14998294804245232, total_loss : 0.14998294804245232, time : 49
iteration : 3679, ce : 0.16598437614738942, total_loss : 0.16598437614738942, time : 49
iteration : 3699, ce : 0.1761069942265749, total_loss : 0.1761069942265749, time : 48
iteration : 3719, ce : 0.17510155960917473, total_loss : 0.17510155960917473, time : 49
iteration : 3739, ce : 0.16878901459276677, total_loss : 0.16878901459276677, time : 49
iteration : 3759, ce : 0.16504645980894567, total_loss : 0.16504645980894567, time : 48
iteration : 3779, ce : 0.17335731610655786, total_loss : 0.17335731610655786, time : 49
iteration : 3799, ce : 0.14926225431263446, total_loss : 0.14926225431263446, time : 49
iteration : 3819, ce : 0.17710824869573116, total_loss : 0.17710824869573116, time : 49
iteration : 3839, ce : 0.16705823577940465, total_loss : 0.16705823577940465, time : 49
iteration : 3859, ce : 0.17655824795365332, total_loss : 0.17655824795365332, time : 49
iteration : 3879, ce : 0.19326864331960678, total_loss : 0.19326864331960678, time : 49
iteration : 3899, ce : 0.1885379698127508, total_loss : 0.1885379698127508, time : 49
iteration : 3919, ce : 0.20260543003678322, total_loss : 0.20260543003678322, time : 49
iteration : 3939, ce : 0.16987911239266396, total_loss : 0.16987911239266396, time : 49
iteration : 3959, ce : 0.15471273697912694, total_loss : 0.15471273697912694, time : 48
iteration : 3979, ce : 0.175118238478899, total_loss : 0.175118238478899, time : 48
iteration : 3999, ce : 0.16933159194886685, total_loss : 0.16933159194886685, time : 49
iteration : 4019, ce : 0.1745603194460273, total_loss : 0.1745603194460273, time : 49
iteration : 4039, ce : 0.19436913765966893, total_loss : 0.19436913765966893, time : 49
iteration : 4059, ce : 0.1770378455519676, total_loss : 0.1770378455519676, time : 49
iteration : 4079, ce : 0.1989389032125473, total_loss : 0.1989389032125473, time : 49
iteration : 4099, ce : 0.1652342200279236, total_loss : 0.1652342200279236, time : 49
iteration : 4119, ce : 0.1834123194217682, total_loss : 0.1834123194217682, time : 49
iteration : 4139, ce : 0.16802017204463482, total_loss : 0.16802017204463482, time : 49
iteration : 4159, ce : 0.17967833615839482, total_loss : 0.17967833615839482, time : 49
iteration : 4179, ce : 0.17854777537286282, total_loss : 0.17854777537286282, time : 49
iteration : 4199, ce : 0.15969946533441542, total_loss : 0.15969946533441542, time : 49
iteration : 4219, ce : 0.1997048646211624, total_loss : 0.1997048646211624, time : 48
iteration : 4239, ce : 0.15478802025318145, total_loss : 0.15478802025318145, time : 48
iteration : 4259, ce : 0.17071555517613887, total_loss : 0.17071555517613887, time : 49
iteration : 4279, ce : 0.16491273567080497, total_loss : 0.16491273567080497, time : 49
iteration : 4299, ce : 0.18239286728203297, total_loss : 0.18239286728203297, time : 49
iteration : 4319, ce : 0.18857942447066306, total_loss : 0.18857942447066306, time : 49
iteration : 4339, ce : 0.18690149746835233, total_loss : 0.18690149746835233, time : 48
iteration : 4359, ce : 0.16611517854034902, total_loss : 0.16611517854034902, time : 48
iteration : 4379, ce : 0.15621507205069066, total_loss : 0.15621507205069066, time : 48
iteration : 4399, ce : 0.1703846212476492, total_loss : 0.1703846212476492, time : 49
iteration : 4419, ce : 0.17357033342123032, total_loss : 0.17357033342123032, time : 49
iteration : 4439, ce : 0.1741783730685711, total_loss : 0.1741783730685711, time : 49
iteration : 4459, ce : 0.17695150449872016, total_loss : 0.17695150449872016, time : 48
iteration : 4479, ce : 0.17100848890841008, total_loss : 0.17100848890841008, time : 48
iteration : 4499, ce : 0.15869138427078724, total_loss : 0.15869138427078724, time : 48
iteration : 4519, ce : 0.15831882730126381, total_loss : 0.15831882730126381, time : 48
iteration : 4539, ce : 0.18103770464658736, total_loss : 0.18103770464658736, time : 48
iteration : 4559, ce : 0.17423546947538854, total_loss : 0.17423546947538854, time : 49
iteration : 4579, ce : 0.15372254550457, total_loss : 0.15372254550457, time : 48
iteration : 4599, ce : 0.17696374617516994, total_loss : 0.17696374617516994, time : 48
iteration : 4619, ce : 0.20108166858553886, total_loss : 0.20108166858553886, time : 48
iteration : 4639, ce : 0.2078808695077896, total_loss : 0.2078808695077896, time : 48
iteration : 4659, ce : 0.15998250916600226, total_loss : 0.15998250916600226, time : 48
iteration : 4679, ce : 0.17843315340578556, total_loss : 0.17843315340578556, time : 48
iteration : 4699, ce : 0.18422971293330193, total_loss : 0.18422971293330193, time : 49
iteration : 4719, ce : 0.17216166034340857, total_loss : 0.17216166034340857, time : 49
iteration : 4739, ce : 0.16995396763086318, total_loss : 0.16995396763086318, time : 48
iteration : 4759, ce : 0.16290042847394942, total_loss : 0.16290042847394942, time : 48
iteration : 4779, ce : 0.15233429633080958, total_loss : 0.15233429633080958, time : 48
iteration : 4799, ce : 0.15441101603209972, total_loss : 0.15441101603209972, time : 48
iteration : 4819, ce : 0.18230412490665912, total_loss : 0.18230412490665912, time : 49
iteration : 4839, ce : 0.17499526925384998, total_loss : 0.17499526925384998, time : 49
iteration : 4859, ce : 0.1863362904638052, total_loss : 0.1863362904638052, time : 49
iteration : 4879, ce : 0.17739272601902484, total_loss : 0.17739272601902484, time : 48
iteration : 4899, ce : 0.19462277106940745, total_loss : 0.19462277106940745, time : 48
iteration : 4919, ce : 0.1862264171242714, total_loss : 0.1862264171242714, time : 48
iteration : 4939, ce : 0.2286641851067543, total_loss : 0.2286641851067543, time : 48
iteration : 4959, ce : 0.1533271435648203, total_loss : 0.1533271435648203, time : 49
iteration : 4979, ce : 0.15260716788470746, total_loss : 0.15260716788470746, time : 49
iteration : 4999, ce : 0.149749493598938, total_loss : 0.149749493598938, time : 49
saved model in ./experiment/model/semantic_sam/model.pth
iteration : 4999, mIoU : 87.43671417236328, OA : 94.68439483642578, best_valid_mIoU : 87.43671417236328, time : 799
iteration : 5019, ce : 0.14636494554579257, total_loss : 0.14636494554579257, time : 860
iteration : 5039, ce : 0.1686085905879736, total_loss : 0.1686085905879736, time : 49
iteration : 5059, ce : 0.15721444319933653, total_loss : 0.15721444319933653, time : 52
iteration : 5079, ce : 0.17206581309437752, total_loss : 0.17206581309437752, time : 51
iteration : 5099, ce : 0.18778700456023217, total_loss : 0.18778700456023217, time : 51
iteration : 5119, ce : 0.17309841923415661, total_loss : 0.17309841923415661, time : 50
iteration : 5139, ce : 0.192647447809577, total_loss : 0.192647447809577, time : 50
iteration : 5159, ce : 0.18393545858561994, total_loss : 0.18393545858561994, time : 49
iteration : 5179, ce : 0.16057364419102668, total_loss : 0.16057364419102668, time : 49
iteration : 5199, ce : 0.16570602022111416, total_loss : 0.16570602022111416, time : 49
iteration : 5219, ce : 0.15530457217246293, total_loss : 0.15530457217246293, time : 95
iteration : 5239, ce : 0.15305154379457236, total_loss : 0.15305154379457236, time : 50
iteration : 5259, ce : 0.13531677480787038, total_loss : 0.13531677480787038, time : 52
iteration : 5279, ce : 0.17672421857714654, total_loss : 0.17672421857714654, time : 52
iteration : 5299, ce : 0.18154714815318584, total_loss : 0.18154714815318584, time : 51
iteration : 5319, ce : 0.16253282688558102, total_loss : 0.16253282688558102, time : 50
iteration : 5339, ce : 0.15760436430573463, total_loss : 0.15760436430573463, time : 50
iteration : 5359, ce : 0.16466164831072092, total_loss : 0.16466164831072092, time : 50
iteration : 5379, ce : 0.16854976266622543, total_loss : 0.16854976266622543, time : 49
iteration : 5399, ce : 0.18064678981900215, total_loss : 0.18064678981900215, time : 49
iteration : 5419, ce : 0.18222624324262143, total_loss : 0.18222624324262143, time : 49
iteration : 5439, ce : 0.19096643514931202, total_loss : 0.19096643514931202, time : 49
iteration : 5459, ce : 0.15735469460487367, total_loss : 0.15735469460487367, time : 49
iteration : 5479, ce : 0.17720698863267897, total_loss : 0.17720698863267897, time : 49
iteration : 5499, ce : 0.16324383914470672, total_loss : 0.16324383914470672, time : 49
iteration : 5519, ce : 0.18802225925028324, total_loss : 0.18802225925028324, time : 50
iteration : 5539, ce : 0.1538552764803171, total_loss : 0.1538552764803171, time : 53
iteration : 5559, ce : 0.16499245166778564, total_loss : 0.16499245166778564, time : 53
iteration : 5579, ce : 0.15484701357781888, total_loss : 0.15484701357781888, time : 49
iteration : 5599, ce : 0.14577402397990227, total_loss : 0.14577402397990227, time : 48
iteration : 5619, ce : 0.1867126915603876, total_loss : 0.1867126915603876, time : 49
iteration : 5639, ce : 0.14317726120352745, total_loss : 0.14317726120352745, time : 49
iteration : 5659, ce : 0.1905829381197691, total_loss : 0.1905829381197691, time : 49
iteration : 5679, ce : 0.18790213987231255, total_loss : 0.18790213987231255, time : 49
iteration : 5699, ce : 0.18579753898084164, total_loss : 0.18579753898084164, time : 49
iteration : 5719, ce : 0.15180176123976707, total_loss : 0.15180176123976707, time : 49
iteration : 5739, ce : 0.18470516614615917, total_loss : 0.18470516614615917, time : 49
iteration : 5759, ce : 0.1671124964952469, total_loss : 0.1671124964952469, time : 49
iteration : 5779, ce : 0.16720777172595264, total_loss : 0.16720777172595264, time : 49
iteration : 5799, ce : 0.17108483873307706, total_loss : 0.17108483873307706, time : 49
iteration : 5819, ce : 0.17307546734809875, total_loss : 0.17307546734809875, time : 49
iteration : 5839, ce : 0.1762225277721882, total_loss : 0.1762225277721882, time : 49
iteration : 5859, ce : 0.1459141753613949, total_loss : 0.1459141753613949, time : 49
iteration : 5879, ce : 0.15130642466247082, total_loss : 0.15130642466247082, time : 49
iteration : 5899, ce : 0.18196693286299706, total_loss : 0.18196693286299706, time : 49
iteration : 5919, ce : 0.16304375194013118, total_loss : 0.16304375194013118, time : 49
iteration : 5939, ce : 0.17470973655581473, total_loss : 0.17470973655581473, time : 49
iteration : 5959, ce : 0.16282682940363885, total_loss : 0.16282682940363885, time : 49
iteration : 5979, ce : 0.17909156382083893, total_loss : 0.17909156382083893, time : 49
iteration : 5999, ce : 0.20488160774111747, total_loss : 0.20488160774111747, time : 49
iteration : 6019, ce : 0.19828974939882754, total_loss : 0.19828974939882754, time : 49
iteration : 6039, ce : 0.1662748757749796, total_loss : 0.1662748757749796, time : 50
iteration : 6059, ce : 0.14845778606832027, total_loss : 0.14845778606832027, time : 50
iteration : 6079, ce : 0.1826999980956316, total_loss : 0.1826999980956316, time : 49
iteration : 6099, ce : 0.19271492771804333, total_loss : 0.19271492771804333, time : 49
iteration : 6119, ce : 0.16659070327877998, total_loss : 0.16659070327877998, time : 49
iteration : 6139, ce : 0.1471648309379816, total_loss : 0.1471648309379816, time : 49
iteration : 6159, ce : 0.17123701311647893, total_loss : 0.17123701311647893, time : 49
iteration : 6179, ce : 0.17601851001381874, total_loss : 0.17601851001381874, time : 49
iteration : 6199, ce : 0.19202955216169357, total_loss : 0.19202955216169357, time : 49
iteration : 6219, ce : 0.20156272388994695, total_loss : 0.20156272388994695, time : 49
iteration : 6239, ce : 0.16688254661858082, total_loss : 0.16688254661858082, time : 49
iteration : 6259, ce : 0.18419994749128818, total_loss : 0.18419994749128818, time : 49
iteration : 6279, ce : 0.17000557370483876, total_loss : 0.17000557370483876, time : 49
iteration : 6299, ce : 0.14321708492934704, total_loss : 0.14321708492934704, time : 49
iteration : 6319, ce : 0.1695720411837101, total_loss : 0.1695720411837101, time : 49
iteration : 6339, ce : 0.18066260740160942, total_loss : 0.18066260740160942, time : 49
iteration : 6359, ce : 0.14444799050688745, total_loss : 0.14444799050688745, time : 49
iteration : 6379, ce : 0.1528547327965498, total_loss : 0.1528547327965498, time : 49
iteration : 6399, ce : 0.17007884979248047, total_loss : 0.17007884979248047, time : 49
iteration : 6419, ce : 0.1713673733174801, total_loss : 0.1713673733174801, time : 49
iteration : 6439, ce : 0.1582626409828663, total_loss : 0.1582626409828663, time : 49
iteration : 6459, ce : 0.17266608625650406, total_loss : 0.17266608625650406, time : 49
iteration : 6479, ce : 0.17329069785773754, total_loss : 0.17329069785773754, time : 49
iteration : 6499, ce : 0.17307013794779777, total_loss : 0.17307013794779777, time : 49
iteration : 6519, ce : 0.16078577190637589, total_loss : 0.16078577190637589, time : 49
iteration : 6539, ce : 0.20318186096847057, total_loss : 0.20318186096847057, time : 49
iteration : 6559, ce : 0.17044879533350468, total_loss : 0.17044879533350468, time : 49
iteration : 6579, ce : 0.1616101510822773, total_loss : 0.1616101510822773, time : 49
iteration : 6599, ce : 0.1496150128543377, total_loss : 0.1496150128543377, time : 49
iteration : 6619, ce : 0.15802161321043967, total_loss : 0.15802161321043967, time : 49
iteration : 6639, ce : 0.15272707231342791, total_loss : 0.15272707231342791, time : 49
iteration : 6659, ce : 0.19254030287265778, total_loss : 0.19254030287265778, time : 49
iteration : 6679, ce : 0.15618641078472137, total_loss : 0.15618641078472137, time : 49
iteration : 6699, ce : 0.17272253148257732, total_loss : 0.17272253148257732, time : 49
iteration : 6719, ce : 0.19757993072271346, total_loss : 0.19757993072271346, time : 49
iteration : 6739, ce : 0.18365603052079676, total_loss : 0.18365603052079676, time : 49
iteration : 6759, ce : 0.17984119690954686, total_loss : 0.17984119690954686, time : 49
iteration : 6779, ce : 0.1776220306754112, total_loss : 0.1776220306754112, time : 49
iteration : 6799, ce : 0.13694948367774487, total_loss : 0.13694948367774487, time : 49
