iteration : 19, ce : 0.5662686511874199, total_loss : 0.5662686511874199, time : 74
iteration : 1039, ce : 0.2681695193052292, total_loss : 0.2681695193052292, time : 35
iteration : 1059, ce : 0.2581711675971746, total_loss : 0.2581711675971746, time : 36
iteration : 1079, ce : 0.2848624482750893, total_loss : 0.2848624482750893, time : 35
iteration : 1099, ce : 0.28657047003507613, total_loss : 0.28657047003507613, time : 35
iteration : 1119, ce : 0.30303905159235, total_loss : 0.30303905159235, time : 35
iteration : 1139, ce : 0.30612676218152046, total_loss : 0.30612676218152046, time : 36
iteration : 1159, ce : 0.29721639752388, total_loss : 0.29721639752388, time : 35
iteration : 1179, ce : 0.2768962264060974, total_loss : 0.2768962264060974, time : 35
iteration : 1199, ce : 0.27509252801537515, total_loss : 0.27509252801537515, time : 36
iteration : 1219, ce : 0.29583043083548544, total_loss : 0.29583043083548544, time : 35
iteration : 1239, ce : 0.25183391347527506, total_loss : 0.25183391347527506, time : 36
iteration : 1259, ce : 0.2656279906630516, total_loss : 0.2656279906630516, time : 35
iteration : 1279, ce : 0.2895513132214546, total_loss : 0.2895513132214546, time : 35
iteration : 1299, ce : 0.2749161459505558, total_loss : 0.2749161459505558, time : 36
iteration : 1319, ce : 0.2496442176401615, total_loss : 0.2496442176401615, time : 35
iteration : 1339, ce : 0.26264307722449304, total_loss : 0.26264307722449304, time : 36
iteration : 1359, ce : 0.2919003814458847, total_loss : 0.2919003814458847, time : 35
iteration : 1379, ce : 0.27673149555921556, total_loss : 0.27673149555921556, time : 35
iteration : 1399, ce : 0.27293721958994865, total_loss : 0.27293721958994865, time : 36
iteration : 1419, ce : 0.2756634443998337, total_loss : 0.2756634443998337, time : 35
iteration : 1439, ce : 0.2914046421647072, total_loss : 0.2914046421647072, time : 36
iteration : 1459, ce : 0.2817703291773796, total_loss : 0.2817703291773796, time : 36
iteration : 1479, ce : 0.29727311208844187, total_loss : 0.29727311208844187, time : 36
iteration : 1499, ce : 0.25740923509001734, total_loss : 0.25740923509001734, time : 35
iteration : 1519, ce : 0.29074556306004523, total_loss : 0.29074556306004523, time : 36
iteration : 1539, ce : 0.2507525935769081, total_loss : 0.2507525935769081, time : 36
iteration : 1559, ce : 0.3109440617263317, total_loss : 0.3109440617263317, time : 36
iteration : 1579, ce : 0.2661967322230339, total_loss : 0.2661967322230339, time : 35
iteration : 1599, ce : 0.2645123563706875, total_loss : 0.2645123563706875, time : 36
iteration : 1619, ce : 0.23509070575237273, total_loss : 0.23509070575237273, time : 35
iteration : 1639, ce : 0.27028673589229585, total_loss : 0.27028673589229585, time : 36
iteration : 1659, ce : 0.28567198291420937, total_loss : 0.28567198291420937, time : 36
iteration : 1679, ce : 0.2622144125401974, total_loss : 0.2622144125401974, time : 36
iteration : 1699, ce : 0.27893636263906957, total_loss : 0.27893636263906957, time : 35
iteration : 1719, ce : 0.2434127539396286, total_loss : 0.2434127539396286, time : 36
iteration : 1739, ce : 0.24618404880166053, total_loss : 0.24618404880166053, time : 35
iteration : 1759, ce : 0.25459488555788995, total_loss : 0.25459488555788995, time : 35
iteration : 1779, ce : 0.2719495728611946, total_loss : 0.2719495728611946, time : 36
iteration : 1799, ce : 0.26790885627269745, total_loss : 0.26790885627269745, time : 36
iteration : 1819, ce : 0.25028862096369264, total_loss : 0.25028862096369264, time : 35
iteration : 1839, ce : 0.2932739794254303, total_loss : 0.2932739794254303, time : 35
iteration : 1859, ce : 0.26661358401179314, total_loss : 0.26661358401179314, time : 36
iteration : 1879, ce : 0.28367174193263056, total_loss : 0.28367174193263056, time : 35
iteration : 1899, ce : 0.29804016202688216, total_loss : 0.29804016202688216, time : 36
iteration : 1919, ce : 0.2609066963195801, total_loss : 0.2609066963195801, time : 35
iteration : 1939, ce : 0.2730219677090645, total_loss : 0.2730219677090645, time : 36
iteration : 1959, ce : 0.2966726034879684, total_loss : 0.2966726034879684, time : 35
iteration : 1979, ce : 0.26199680343270304, total_loss : 0.26199680343270304, time : 36
iteration : 1999, ce : 0.27763079255819323, total_loss : 0.27763079255819323, time : 35
iteration : 2019, ce : 0.2600759983062744, total_loss : 0.2600759983062744, time : 36
iteration : 2039, ce : 0.3106840156018734, total_loss : 0.3106840156018734, time : 36
iteration : 2059, ce : 0.2657637856900692, total_loss : 0.2657637856900692, time : 35
iteration : 2079, ce : 0.2767586797475815, total_loss : 0.2767586797475815, time : 36
iteration : 2099, ce : 0.25213611125946045, total_loss : 0.25213611125946045, time : 36
iteration : 2119, ce : 0.25693328157067297, total_loss : 0.25693328157067297, time : 36
iteration : 2139, ce : 0.25914154201745987, total_loss : 0.25914154201745987, time : 36
iteration : 2159, ce : 0.28795548155903816, total_loss : 0.28795548155903816, time : 36
iteration : 2179, ce : 0.257539276778698, total_loss : 0.257539276778698, time : 35
iteration : 2199, ce : 0.2642055585980415, total_loss : 0.2642055585980415, time : 35
iteration : 2219, ce : 0.25516700074076654, total_loss : 0.25516700074076654, time : 36
iteration : 2239, ce : 0.2692823775112629, total_loss : 0.2692823775112629, time : 36
iteration : 2259, ce : 0.24768652506172656, total_loss : 0.24768652506172656, time : 35
iteration : 2279, ce : 0.2862404279410839, total_loss : 0.2862404279410839, time : 35
iteration : 2299, ce : 0.23294345661997795, total_loss : 0.23294345661997795, time : 35
iteration : 2319, ce : 0.24416984878480436, total_loss : 0.24416984878480436, time : 35
iteration : 2339, ce : 0.27479085326194763, total_loss : 0.27479085326194763, time : 35
iteration : 2359, ce : 0.27183262556791304, total_loss : 0.27183262556791304, time : 36
iteration : 2379, ce : 0.2664586029946804, total_loss : 0.2664586029946804, time : 35
iteration : 2399, ce : 0.2425762988626957, total_loss : 0.2425762988626957, time : 35
iteration : 2419, ce : 0.22406780049204827, total_loss : 0.22406780049204827, time : 36
iteration : 2439, ce : 0.22380550168454647, total_loss : 0.22380550168454647, time : 36
iteration : 2459, ce : 0.24841530695557595, total_loss : 0.24841530695557595, time : 36
iteration : 2479, ce : 0.2733858242630959, total_loss : 0.2733858242630959, time : 36
iteration : 2499, ce : 0.2475585088133812, total_loss : 0.2475585088133812, time : 36
iteration : 2519, ce : 0.23975574225187302, total_loss : 0.23975574225187302, time : 35
iteration : 2539, ce : 0.289876177161932, total_loss : 0.289876177161932, time : 35
iteration : 2559, ce : 0.25433407351374626, total_loss : 0.25433407351374626, time : 36
iteration : 2579, ce : 0.2873404882848263, total_loss : 0.2873404882848263, time : 35
iteration : 2599, ce : 0.27263638079166413, total_loss : 0.27263638079166413, time : 35
iteration : 2619, ce : 0.26122436821460726, total_loss : 0.26122436821460726, time : 76
iteration : 2639, ce : 0.2656940586864948, total_loss : 0.2656940586864948, time : 36
iteration : 2659, ce : 0.25086334757506845, total_loss : 0.25086334757506845, time : 37
iteration : 2679, ce : 0.29675119146704676, total_loss : 0.29675119146704676, time : 37
iteration : 2699, ce : 0.2950648367404938, total_loss : 0.2950648367404938, time : 37
iteration : 2719, ce : 0.2819356143474579, total_loss : 0.2819356143474579, time : 37
iteration : 2739, ce : 0.279660564661026, total_loss : 0.279660564661026, time : 37
iteration : 2759, ce : 0.23813524097204208, total_loss : 0.23813524097204208, time : 36
iteration : 2779, ce : 0.22927266284823417, total_loss : 0.22927266284823417, time : 36
iteration : 2799, ce : 0.2506855517625809, total_loss : 0.2506855517625809, time : 36
iteration : 2819, ce : 0.2959189385175705, total_loss : 0.2959189385175705, time : 36
iteration : 2839, ce : 0.222682948037982, total_loss : 0.222682948037982, time : 36
iteration : 2859, ce : 0.26656652241945267, total_loss : 0.26656652241945267, time : 35
iteration : 2879, ce : 0.27683295384049417, total_loss : 0.27683295384049417, time : 36
iteration : 2899, ce : 0.24552611038088798, total_loss : 0.24552611038088798, time : 36
iteration : 2919, ce : 0.2585271649062634, total_loss : 0.2585271649062634, time : 36
iteration : 2939, ce : 0.2743419177830219, total_loss : 0.2743419177830219, time : 35
iteration : 2959, ce : 0.2562814824283123, total_loss : 0.2562814824283123, time : 35
iteration : 2979, ce : 0.2542201817035675, total_loss : 0.2542201817035675, time : 35
iteration : 2999, ce : 0.27675844728946686, total_loss : 0.27675844728946686, time : 36
iteration : 3019, ce : 0.27279448732733724, total_loss : 0.27279448732733724, time : 35
iteration : 3039, ce : 0.2414927676320076, total_loss : 0.2414927676320076, time : 36
iteration : 3059, ce : 0.2888350162655115, total_loss : 0.2888350162655115, time : 35
iteration : 3079, ce : 0.27308211028575896, total_loss : 0.27308211028575896, time : 35
iteration : 3099, ce : 0.2931378997862339, total_loss : 0.2931378997862339, time : 36
iteration : 3119, ce : 0.2510873805731535, total_loss : 0.2510873805731535, time : 36
iteration : 3139, ce : 0.2865104366093874, total_loss : 0.2865104366093874, time : 36
iteration : 3159, ce : 0.2383717305958271, total_loss : 0.2383717305958271, time : 36
iteration : 3179, ce : 0.2444672167301178, total_loss : 0.2444672167301178, time : 35
iteration : 3199, ce : 0.26153128519654273, total_loss : 0.26153128519654273, time : 36
iteration : 3219, ce : 0.2525802254676819, total_loss : 0.2525802254676819, time : 36
iteration : 3239, ce : 0.24597368501126765, total_loss : 0.24597368501126765, time : 35
iteration : 3259, ce : 0.2671364936977625, total_loss : 0.2671364936977625, time : 36
iteration : 3279, ce : 0.24132450819015502, total_loss : 0.24132450819015502, time : 35
iteration : 3299, ce : 0.2605265505611897, total_loss : 0.2605265505611897, time : 36
iteration : 3319, ce : 0.25074445717036725, total_loss : 0.25074445717036725, time : 35
iteration : 3339, ce : 0.2686829999089241, total_loss : 0.2686829999089241, time : 35
iteration : 3359, ce : 0.24312007427215576, total_loss : 0.24312007427215576, time : 36
iteration : 3379, ce : 0.24872915893793107, total_loss : 0.24872915893793107, time : 36
iteration : 3399, ce : 0.24994418174028396, total_loss : 0.24994418174028396, time : 35
iteration : 3419, ce : 0.27319258376955985, total_loss : 0.27319258376955985, time : 35
iteration : 3439, ce : 0.2545697815716267, total_loss : 0.2545697815716267, time : 36
iteration : 3459, ce : 0.21856524646282197, total_loss : 0.21856524646282197, time : 35
iteration : 3479, ce : 0.2388635106384754, total_loss : 0.2388635106384754, time : 35
iteration : 3499, ce : 0.23979091718792916, total_loss : 0.23979091718792916, time : 36
iteration : 3519, ce : 0.2528004921972752, total_loss : 0.2528004921972752, time : 35
iteration : 3539, ce : 0.2391959961503744, total_loss : 0.2391959961503744, time : 35
iteration : 3559, ce : 0.2437925085425377, total_loss : 0.2437925085425377, time : 36
iteration : 3579, ce : 0.2180247750133276, total_loss : 0.2180247750133276, time : 35
iteration : 3599, ce : 0.22966237924993038, total_loss : 0.22966237924993038, time : 36
iteration : 3619, ce : 0.2623376563191414, total_loss : 0.2623376563191414, time : 36
iteration : 3639, ce : 0.2517802357673645, total_loss : 0.2517802357673645, time : 36
iteration : 3659, ce : 0.24760201573371887, total_loss : 0.24760201573371887, time : 35
iteration : 3679, ce : 0.2446353815495968, total_loss : 0.2446353815495968, time : 35
iteration : 3699, ce : 0.23061879649758338, total_loss : 0.23061879649758338, time : 35
iteration : 3719, ce : 0.24518199786543846, total_loss : 0.24518199786543846, time : 35
iteration : 3739, ce : 0.25057468339800837, total_loss : 0.25057468339800837, time : 36
iteration : 3759, ce : 0.2402380473911762, total_loss : 0.2402380473911762, time : 36
iteration : 3779, ce : 0.2879646897315979, total_loss : 0.2879646897315979, time : 36
iteration : 3799, ce : 0.23834779113531113, total_loss : 0.23834779113531113, time : 36
iteration : 3819, ce : 0.2389415893703699, total_loss : 0.2389415893703699, time : 36
iteration : 3839, ce : 0.2506097234785557, total_loss : 0.2506097234785557, time : 35
iteration : 3859, ce : 0.26737333945930003, total_loss : 0.26737333945930003, time : 36
iteration : 3879, ce : 0.2358235765248537, total_loss : 0.2358235765248537, time : 36
iteration : 3899, ce : 0.2451342150568962, total_loss : 0.2451342150568962, time : 35
iteration : 3919, ce : 0.26336218044161797, total_loss : 0.26336218044161797, time : 36
iteration : 3939, ce : 0.24409535005688668, total_loss : 0.24409535005688668, time : 35
iteration : 3959, ce : 0.287901321798563, total_loss : 0.287901321798563, time : 36
iteration : 3979, ce : 0.22743398770689965, total_loss : 0.22743398770689965, time : 35
iteration : 3999, ce : 0.24949198588728905, total_loss : 0.24949198588728905, time : 35
iteration : 4019, ce : 0.28176139369606973, total_loss : 0.28176139369606973, time : 36
iteration : 4039, ce : 0.24187630861997605, total_loss : 0.24187630861997605, time : 36
iteration : 4059, ce : 0.24103821069002151, total_loss : 0.24103821069002151, time : 35
iteration : 4079, ce : 0.24593224823474885, total_loss : 0.24593224823474885, time : 35
iteration : 4099, ce : 0.23509548492729665, total_loss : 0.23509548492729665, time : 36
iteration : 4119, ce : 0.2716093182563782, total_loss : 0.2716093182563782, time : 35
iteration : 4139, ce : 0.2617267698049545, total_loss : 0.2617267698049545, time : 36
iteration : 4159, ce : 0.2743720307946205, total_loss : 0.2743720307946205, time : 35
iteration : 4179, ce : 0.25894366167485716, total_loss : 0.25894366167485716, time : 36
iteration : 4199, ce : 0.2708119943737984, total_loss : 0.2708119943737984, time : 36
iteration : 4219, ce : 0.24043529331684113, total_loss : 0.24043529331684113, time : 35
iteration : 4239, ce : 0.25697460025548935, total_loss : 0.25697460025548935, time : 36
iteration : 4259, ce : 0.25456455126404764, total_loss : 0.25456455126404764, time : 36
iteration : 4279, ce : 0.250426971539855, total_loss : 0.250426971539855, time : 36
iteration : 4299, ce : 0.2484133668243885, total_loss : 0.2484133668243885, time : 36
iteration : 4319, ce : 0.256805270165205, total_loss : 0.256805270165205, time : 36
iteration : 4339, ce : 0.25404002591967584, total_loss : 0.25404002591967584, time : 35
iteration : 4359, ce : 0.24122882410883903, total_loss : 0.24122882410883903, time : 35
iteration : 4379, ce : 0.2441063303500414, total_loss : 0.2441063303500414, time : 35
iteration : 4399, ce : 0.23941512554883956, total_loss : 0.23941512554883956, time : 36
iteration : 4419, ce : 0.2829906053841114, total_loss : 0.2829906053841114, time : 35
iteration : 4439, ce : 0.23891602456569672, total_loss : 0.23891602456569672, time : 35
iteration : 4459, ce : 0.24066423065960407, total_loss : 0.24066423065960407, time : 35
iteration : 4479, ce : 0.22813308499753476, total_loss : 0.22813308499753476, time : 36
iteration : 4499, ce : 0.28218361660838126, total_loss : 0.28218361660838126, time : 35
iteration : 4519, ce : 0.2615667097270489, total_loss : 0.2615667097270489, time : 35
iteration : 4539, ce : 0.26336934342980384, total_loss : 0.26336934342980384, time : 35
iteration : 4559, ce : 0.2208513930439949, total_loss : 0.2208513930439949, time : 35
iteration : 4579, ce : 0.2869025431573391, total_loss : 0.2869025431573391, time : 36
iteration : 4599, ce : 0.2482735201716423, total_loss : 0.2482735201716423, time : 36
iteration : 4619, ce : 0.19586660899221897, total_loss : 0.19586660899221897, time : 36
iteration : 4639, ce : 0.25037507750093935, total_loss : 0.25037507750093935, time : 35
iteration : 4659, ce : 0.27153988406062124, total_loss : 0.27153988406062124, time : 35
iteration : 4679, ce : 0.2617559865117073, total_loss : 0.2617559865117073, time : 36
iteration : 4699, ce : 0.26287933588027956, total_loss : 0.26287933588027956, time : 35
iteration : 4719, ce : 0.22455315627157688, total_loss : 0.22455315627157688, time : 36
iteration : 4739, ce : 0.24584327675402165, total_loss : 0.24584327675402165, time : 35
iteration : 4759, ce : 0.22270794957876205, total_loss : 0.22270794957876205, time : 36
iteration : 4779, ce : 0.24629834145307541, total_loss : 0.24629834145307541, time : 35
iteration : 4799, ce : 0.27320258542895315, total_loss : 0.27320258542895315, time : 36
iteration : 4819, ce : 0.24217307493090628, total_loss : 0.24217307493090628, time : 35
iteration : 4839, ce : 0.22047150731086732, total_loss : 0.22047150731086732, time : 35
iteration : 4859, ce : 0.2842242710292339, total_loss : 0.2842242710292339, time : 36
iteration : 4879, ce : 0.27301136776804924, total_loss : 0.27301136776804924, time : 36
iteration : 4899, ce : 0.2912048831582069, total_loss : 0.2912048831582069, time : 35
iteration : 4919, ce : 0.26596362963318826, total_loss : 0.26596362963318826, time : 35
iteration : 4939, ce : 0.2459268108010292, total_loss : 0.2459268108010292, time : 35
iteration : 4959, ce : 0.26217043921351435, total_loss : 0.26217043921351435, time : 36
iteration : 4979, ce : 0.24491573348641396, total_loss : 0.24491573348641396, time : 35
iteration : 4999, ce : 0.23594511821866035, total_loss : 0.23594511821866035, time : 35
saved model in ./experiment/model/semantic_sam/model.pth
iteration : 4999, mIoU : 75.51881408691406, OA : 88.52428436279297, best_valid_mIoU : 75.51881408691406, time : 710
iteration : 5019, ce : 0.25665903836488724, total_loss : 0.25665903836488724, time : 756
iteration : 5039, ce : 0.24431438595056534, total_loss : 0.24431438595056534, time : 35
iteration : 5059, ce : 0.2640331909060478, total_loss : 0.2640331909060478, time : 35
iteration : 5079, ce : 0.23045258559286594, total_loss : 0.23045258559286594, time : 35
iteration : 5099, ce : 0.2351861849427223, total_loss : 0.2351861849427223, time : 35
iteration : 5119, ce : 0.2249613344669342, total_loss : 0.2249613344669342, time : 35
iteration : 5139, ce : 0.27515298798680304, total_loss : 0.27515298798680304, time : 36
iteration : 5159, ce : 0.22852270863950253, total_loss : 0.22852270863950253, time : 35
iteration : 5179, ce : 0.2554815232753754, total_loss : 0.2554815232753754, time : 35
iteration : 5199, ce : 0.25615392401814463, total_loss : 0.25615392401814463, time : 35
iteration : 5219, ce : 0.22411305010318755, total_loss : 0.22411305010318755, time : 76
iteration : 5239, ce : 0.22328919768333436, total_loss : 0.22328919768333436, time : 35
iteration : 5259, ce : 0.21764433421194554, total_loss : 0.21764433421194554, time : 37
iteration : 5279, ce : 0.25759681351482866, total_loss : 0.25759681351482866, time : 38
iteration : 5299, ce : 0.28156827911734583, total_loss : 0.28156827911734583, time : 37
iteration : 5319, ce : 0.2484985373914242, total_loss : 0.2484985373914242, time : 37
iteration : 5339, ce : 0.28711461573839187, total_loss : 0.28711461573839187, time : 36
iteration : 5359, ce : 0.2597333662211895, total_loss : 0.2597333662211895, time : 36
iteration : 5379, ce : 0.23506058901548385, total_loss : 0.23506058901548385, time : 36
iteration : 5399, ce : 0.23660398721694947, total_loss : 0.23660398721694947, time : 36
iteration : 5419, ce : 0.24079366773366928, total_loss : 0.24079366773366928, time : 36
iteration : 5439, ce : 0.26318290308117864, total_loss : 0.26318290308117864, time : 36
iteration : 5459, ce : 0.2515922375023365, total_loss : 0.2515922375023365, time : 36
iteration : 5479, ce : 0.23134202957153321, total_loss : 0.23134202957153321, time : 36
iteration : 5499, ce : 0.2712606444954872, total_loss : 0.2712606444954872, time : 36
iteration : 5519, ce : 0.2202590700238943, total_loss : 0.2202590700238943, time : 36
iteration : 5539, ce : 0.24277859181165695, total_loss : 0.24277859181165695, time : 35
iteration : 5559, ce : 0.24779293015599252, total_loss : 0.24779293015599252, time : 36
iteration : 5579, ce : 0.252016107365489, total_loss : 0.252016107365489, time : 35
iteration : 5599, ce : 0.2680224940180779, total_loss : 0.2680224940180779, time : 35
iteration : 5619, ce : 0.26194498538970945, total_loss : 0.26194498538970945, time : 35
iteration : 5639, ce : 0.2238663922995329, total_loss : 0.2238663922995329, time : 36
iteration : 5659, ce : 0.24832746982574463, total_loss : 0.24832746982574463, time : 35
iteration : 5679, ce : 0.23165895231068134, total_loss : 0.23165895231068134, time : 35
iteration : 5699, ce : 0.2623574614524841, total_loss : 0.2623574614524841, time : 36
iteration : 5719, ce : 0.22238979414105414, total_loss : 0.22238979414105414, time : 35
iteration : 5739, ce : 0.2270362801849842, total_loss : 0.2270362801849842, time : 36
iteration : 5759, ce : 0.23631407506763935, total_loss : 0.23631407506763935, time : 35
iteration : 5779, ce : 0.24662554040551185, total_loss : 0.24662554040551185, time : 35
iteration : 5799, ce : 0.24207007586956025, total_loss : 0.24207007586956025, time : 36
iteration : 5819, ce : 0.2552239939570427, total_loss : 0.2552239939570427, time : 35
iteration : 5839, ce : 0.24419353529810905, total_loss : 0.24419353529810905, time : 36
iteration : 5859, ce : 0.2376246102154255, total_loss : 0.2376246102154255, time : 35
iteration : 5879, ce : 0.22757364585995674, total_loss : 0.22757364585995674, time : 35
iteration : 5899, ce : 0.2287048578262329, total_loss : 0.2287048578262329, time : 36
iteration : 5919, ce : 0.24409229159355164, total_loss : 0.24409229159355164, time : 35
iteration : 5939, ce : 0.23523990921676158, total_loss : 0.23523990921676158, time : 36
iteration : 5959, ce : 0.26908947676420214, total_loss : 0.26908947676420214, time : 35
iteration : 5979, ce : 0.23223608657717704, total_loss : 0.23223608657717704, time : 36
iteration : 5999, ce : 0.23632742911577226, total_loss : 0.23632742911577226, time : 35
iteration : 6019, ce : 0.23703197836875917, total_loss : 0.23703197836875917, time : 35
iteration : 6039, ce : 0.28082734905183315, total_loss : 0.28082734905183315, time : 36
iteration : 6059, ce : 0.2484828971326351, total_loss : 0.2484828971326351, time : 35
iteration : 6079, ce : 0.2897661078721285, total_loss : 0.2897661078721285, time : 36
iteration : 6099, ce : 0.23447646871209143, total_loss : 0.23447646871209143, time : 35
iteration : 6119, ce : 0.25436144806444644, total_loss : 0.25436144806444644, time : 36
iteration : 6139, ce : 0.23113432452082633, total_loss : 0.23113432452082633, time : 35
iteration : 6159, ce : 0.27568334713578224, total_loss : 0.27568334713578224, time : 36
iteration : 6179, ce : 0.24508121460676194, total_loss : 0.24508121460676194, time : 35
iteration : 6199, ce : 0.23948065638542176, total_loss : 0.23948065638542176, time : 36
iteration : 6219, ce : 0.23862479105591775, total_loss : 0.23862479105591775, time : 35
iteration : 6239, ce : 0.2317082442343235, total_loss : 0.2317082442343235, time : 36
iteration : 6259, ce : 0.23921929858624935, total_loss : 0.23921929858624935, time : 35
iteration : 6279, ce : 0.2407342955470085, total_loss : 0.2407342955470085, time : 36
iteration : 6299, ce : 0.2515237107872963, total_loss : 0.2515237107872963, time : 35
iteration : 6319, ce : 0.2614941529929638, total_loss : 0.2614941529929638, time : 36
iteration : 6339, ce : 0.22074804827570915, total_loss : 0.22074804827570915, time : 36
iteration : 6359, ce : 0.25301076360046865, total_loss : 0.25301076360046865, time : 36
iteration : 6379, ce : 0.2822563394904137, total_loss : 0.2822563394904137, time : 36
iteration : 6399, ce : 0.2562723644077778, total_loss : 0.2562723644077778, time : 35
iteration : 6419, ce : 0.2630160391330719, total_loss : 0.2630160391330719, time : 35
iteration : 6439, ce : 0.21666037738323213, total_loss : 0.21666037738323213, time : 36
iteration : 6459, ce : 0.2692995272576809, total_loss : 0.2692995272576809, time : 35
iteration : 6479, ce : 0.23160180300474167, total_loss : 0.23160180300474167, time : 36
iteration : 6499, ce : 0.2311316981911659, total_loss : 0.2311316981911659, time : 36
iteration : 6519, ce : 0.23525367230176925, total_loss : 0.23525367230176925, time : 36
iteration : 6539, ce : 0.2506097540259361, total_loss : 0.2506097540259361, time : 35
iteration : 6559, ce : 0.23651136010885238, total_loss : 0.23651136010885238, time : 35
iteration : 6579, ce : 0.2428744588047266, total_loss : 0.2428744588047266, time : 36
iteration : 6599, ce : 0.2275755789130926, total_loss : 0.2275755789130926, time : 35
iteration : 6619, ce : 0.23728370666503906, total_loss : 0.23728370666503906, time : 35
iteration : 6639, ce : 0.27143487259745597, total_loss : 0.27143487259745597, time : 36
iteration : 6659, ce : 0.2786732316017151, total_loss : 0.2786732316017151, time : 35
iteration : 6679, ce : 0.2665564253926277, total_loss : 0.2665564253926277, time : 35
iteration : 6699, ce : 0.2419979374855757, total_loss : 0.2419979374855757, time : 35
iteration : 6719, ce : 0.25048940293490884, total_loss : 0.25048940293490884, time : 36
iteration : 6739, ce : 0.25398223623633387, total_loss : 0.25398223623633387, time : 35
iteration : 6759, ce : 0.2148973297327757, total_loss : 0.2148973297327757, time : 35
iteration : 6779, ce : 0.251121661812067, total_loss : 0.251121661812067, time : 36
iteration : 6799, ce : 0.24738196469843388, total_loss : 0.24738196469843388, time : 35
