iteration : 19, ce : 0.5550510436296463, total_loss : 0.5550510436296463, time : 121
iteration : 1559, ce : 0.245102608948946, total_loss : 0.245102608948946, time : 86
iteration : 1579, ce : 0.2639889784157276, total_loss : 0.2639889784157276, time : 86
iteration : 1599, ce : 0.2519301176071167, total_loss : 0.2519301176071167, time : 86
iteration : 1619, ce : 0.25286648944020274, total_loss : 0.25286648944020274, time : 86
iteration : 1639, ce : 0.2741186492145061, total_loss : 0.2741186492145061, time : 86
iteration : 1659, ce : 0.27049841061234475, total_loss : 0.27049841061234475, time : 86
iteration : 1679, ce : 0.28681882172822953, total_loss : 0.28681882172822953, time : 85
iteration : 1699, ce : 0.2644048109650612, total_loss : 0.2644048109650612, time : 86
iteration : 1719, ce : 0.27408644929528236, total_loss : 0.27408644929528236, time : 85
iteration : 1739, ce : 0.24158479943871497, total_loss : 0.24158479943871497, time : 86
iteration : 1759, ce : 0.28188263028860094, total_loss : 0.28188263028860094, time : 86
iteration : 1779, ce : 0.23789499327540398, total_loss : 0.23789499327540398, time : 86
iteration : 1799, ce : 0.2454225540161133, total_loss : 0.2454225540161133, time : 86
iteration : 1819, ce : 0.24508048221468925, total_loss : 0.24508048221468925, time : 86
iteration : 1839, ce : 0.24873578399419785, total_loss : 0.24873578399419785, time : 86
iteration : 1859, ce : 0.23575981482863426, total_loss : 0.23575981482863426, time : 86
iteration : 1879, ce : 0.26544075161218644, total_loss : 0.26544075161218644, time : 86
iteration : 1899, ce : 0.2597591131925583, total_loss : 0.2597591131925583, time : 86
iteration : 1919, ce : 0.24358795583248138, total_loss : 0.24358795583248138, time : 86
iteration : 1939, ce : 0.25389460325241087, total_loss : 0.25389460325241087, time : 86
iteration : 1959, ce : 0.26934181749820707, total_loss : 0.26934181749820707, time : 86
iteration : 1979, ce : 0.27311246171593667, total_loss : 0.27311246171593667, time : 86
iteration : 1999, ce : 0.2287248246371746, total_loss : 0.2287248246371746, time : 86
iteration : 2019, ce : 0.25732192769646645, total_loss : 0.25732192769646645, time : 86
iteration : 2039, ce : 0.26931695863604543, total_loss : 0.26931695863604543, time : 86
iteration : 2059, ce : 0.28037331327795983, total_loss : 0.28037331327795983, time : 86
iteration : 2079, ce : 0.25752903521060944, total_loss : 0.25752903521060944, time : 86
iteration : 2099, ce : 0.2508994810283184, total_loss : 0.2508994810283184, time : 86
iteration : 2119, ce : 0.2593097485601902, total_loss : 0.2593097485601902, time : 86
iteration : 2139, ce : 0.24918006286025046, total_loss : 0.24918006286025046, time : 86
iteration : 2159, ce : 0.2662938818335533, total_loss : 0.2662938818335533, time : 86
iteration : 2179, ce : 0.2561748266220093, total_loss : 0.2561748266220093, time : 86
iteration : 2199, ce : 0.27122743278741834, total_loss : 0.27122743278741834, time : 86
iteration : 2219, ce : 0.23586186692118644, total_loss : 0.23586186692118644, time : 85
iteration : 2239, ce : 0.261427603662014, total_loss : 0.261427603662014, time : 86
iteration : 2259, ce : 0.2636314190924168, total_loss : 0.2636314190924168, time : 85
iteration : 2279, ce : 0.24341459348797798, total_loss : 0.24341459348797798, time : 86
iteration : 2299, ce : 0.2403095096349716, total_loss : 0.2403095096349716, time : 86
iteration : 2319, ce : 0.2563190460205078, total_loss : 0.2563190460205078, time : 86
iteration : 2339, ce : 0.22925481349229812, total_loss : 0.22925481349229812, time : 85
iteration : 2359, ce : 0.2588657096028328, total_loss : 0.2588657096028328, time : 86
iteration : 2379, ce : 0.2528429962694645, total_loss : 0.2528429962694645, time : 86
iteration : 2399, ce : 0.2396715499460697, total_loss : 0.2396715499460697, time : 86
iteration : 2419, ce : 0.26470078006386755, total_loss : 0.26470078006386755, time : 86
iteration : 2439, ce : 0.24700867682695388, total_loss : 0.24700867682695388, time : 86
iteration : 2459, ce : 0.26278760358691217, total_loss : 0.26278760358691217, time : 86
iteration : 2479, ce : 0.2434241071343422, total_loss : 0.2434241071343422, time : 85
iteration : 2499, ce : 0.25331928580999374, total_loss : 0.25331928580999374, time : 86
iteration : 2519, ce : 0.25213344767689705, total_loss : 0.25213344767689705, time : 86
iteration : 2539, ce : 0.2539103738963604, total_loss : 0.2539103738963604, time : 86
iteration : 2559, ce : 0.25195224955677986, total_loss : 0.25195224955677986, time : 86
iteration : 2579, ce : 0.24074816703796387, total_loss : 0.24074816703796387, time : 86
iteration : 2599, ce : 0.25565469041466715, total_loss : 0.25565469041466715, time : 86
iteration : 2619, ce : 0.2605945184826851, total_loss : 0.2605945184826851, time : 128
iteration : 2639, ce : 0.25446653217077253, total_loss : 0.25446653217077253, time : 91
iteration : 2659, ce : 0.2320813588798046, total_loss : 0.2320813588798046, time : 89
iteration : 2679, ce : 0.24014861285686492, total_loss : 0.24014861285686492, time : 88
iteration : 2699, ce : 0.2562498591840267, total_loss : 0.2562498591840267, time : 87
iteration : 2719, ce : 0.26421393528580667, total_loss : 0.26421393528580667, time : 86
iteration : 2739, ce : 0.2493754096329212, total_loss : 0.2493754096329212, time : 86
iteration : 2759, ce : 0.24195437580347062, total_loss : 0.24195437580347062, time : 86
iteration : 2779, ce : 0.2290975756943226, total_loss : 0.2290975756943226, time : 85
iteration : 2799, ce : 0.2833492770791054, total_loss : 0.2833492770791054, time : 86
iteration : 2819, ce : 0.2674866184592247, total_loss : 0.2674866184592247, time : 86
iteration : 2839, ce : 0.22331861928105354, total_loss : 0.22331861928105354, time : 86
iteration : 2859, ce : 0.26785933598876, total_loss : 0.26785933598876, time : 86
iteration : 2879, ce : 0.22741372957825662, total_loss : 0.22741372957825662, time : 86
iteration : 2899, ce : 0.2706247866153717, total_loss : 0.2706247866153717, time : 86
iteration : 2919, ce : 0.26090265810489655, total_loss : 0.26090265810489655, time : 85
iteration : 2939, ce : 0.24848410487174988, total_loss : 0.24848410487174988, time : 86
iteration : 2959, ce : 0.23734104186296462, total_loss : 0.23734104186296462, time : 86
iteration : 2979, ce : 0.22376342341303826, total_loss : 0.22376342341303826, time : 86
iteration : 2999, ce : 0.26890470162034036, total_loss : 0.26890470162034036, time : 86
iteration : 3019, ce : 0.24477122649550437, total_loss : 0.24477122649550437, time : 86
iteration : 3039, ce : 0.23692628592252732, total_loss : 0.23692628592252732, time : 86
iteration : 3059, ce : 0.27314185351133347, total_loss : 0.27314185351133347, time : 86
iteration : 3079, ce : 0.2467787392437458, total_loss : 0.2467787392437458, time : 86
iteration : 3099, ce : 0.2652492802590132, total_loss : 0.2652492802590132, time : 86
iteration : 3119, ce : 0.23979739993810653, total_loss : 0.23979739993810653, time : 86
iteration : 3139, ce : 0.25294615849852564, total_loss : 0.25294615849852564, time : 85
iteration : 3159, ce : 0.25639341175556185, total_loss : 0.25639341175556185, time : 85
iteration : 3179, ce : 0.2452453963458538, total_loss : 0.2452453963458538, time : 86
iteration : 3199, ce : 0.23595990985631943, total_loss : 0.23595990985631943, time : 86
iteration : 3219, ce : 0.23611754849553107, total_loss : 0.23611754849553107, time : 86
iteration : 3239, ce : 0.25952319279313085, total_loss : 0.25952319279313085, time : 86
iteration : 3259, ce : 0.2524157650768757, total_loss : 0.2524157650768757, time : 86
iteration : 3279, ce : 0.27111580073833463, total_loss : 0.27111580073833463, time : 86
iteration : 3299, ce : 0.23876757845282554, total_loss : 0.23876757845282554, time : 85
iteration : 3319, ce : 0.25587910786271095, total_loss : 0.25587910786271095, time : 86
iteration : 3339, ce : 0.26095386892557143, total_loss : 0.26095386892557143, time : 86
iteration : 3359, ce : 0.2447180576622486, total_loss : 0.2447180576622486, time : 85
iteration : 3379, ce : 0.2531059764325619, total_loss : 0.2531059764325619, time : 86
iteration : 3399, ce : 0.2571680016815662, total_loss : 0.2571680016815662, time : 85
iteration : 3419, ce : 0.25566956028342247, total_loss : 0.25566956028342247, time : 86
iteration : 3439, ce : 0.25720851197838784, total_loss : 0.25720851197838784, time : 86
iteration : 3459, ce : 0.22330928593873978, total_loss : 0.22330928593873978, time : 86
iteration : 3479, ce : 0.22509176060557365, total_loss : 0.22509176060557365, time : 86
iteration : 3499, ce : 0.22707071527838707, total_loss : 0.22707071527838707, time : 86
iteration : 3519, ce : 0.2306125693023205, total_loss : 0.2306125693023205, time : 85
iteration : 3539, ce : 0.2857680805027485, total_loss : 0.2857680805027485, time : 86
iteration : 3559, ce : 0.22337990775704383, total_loss : 0.22337990775704383, time : 85
iteration : 3579, ce : 0.24660769030451773, total_loss : 0.24660769030451773, time : 86
iteration : 3599, ce : 0.24687074720859528, total_loss : 0.24687074720859528, time : 86
iteration : 3619, ce : 0.2552588187158108, total_loss : 0.2552588187158108, time : 86
iteration : 3639, ce : 0.23847145289182664, total_loss : 0.23847145289182664, time : 86
iteration : 3659, ce : 0.24918625131249428, total_loss : 0.24918625131249428, time : 86
iteration : 3679, ce : 0.2552029132843018, total_loss : 0.2552029132843018, time : 86
iteration : 3699, ce : 0.2549632161855698, total_loss : 0.2549632161855698, time : 86
iteration : 3719, ce : 0.23986019492149352, total_loss : 0.23986019492149352, time : 86
iteration : 3739, ce : 0.23561693876981735, total_loss : 0.23561693876981735, time : 85
iteration : 3759, ce : 0.24554935544729234, total_loss : 0.24554935544729234, time : 86
iteration : 3779, ce : 0.23740798160433768, total_loss : 0.23740798160433768, time : 86
iteration : 3799, ce : 0.25411578863859174, total_loss : 0.25411578863859174, time : 86
iteration : 3819, ce : 0.2209344744682312, total_loss : 0.2209344744682312, time : 86
iteration : 3839, ce : 0.2510721355676651, total_loss : 0.2510721355676651, time : 86
iteration : 3859, ce : 0.25291388779878615, total_loss : 0.25291388779878615, time : 86
iteration : 3879, ce : 0.26529245749115943, total_loss : 0.26529245749115943, time : 86
iteration : 3899, ce : 0.2498302362859249, total_loss : 0.2498302362859249, time : 85
iteration : 3919, ce : 0.21804107204079629, total_loss : 0.21804107204079629, time : 126
iteration : 3939, ce : 0.24879124462604524, total_loss : 0.24879124462604524, time : 91
iteration : 3959, ce : 0.24045531824231148, total_loss : 0.24045531824231148, time : 90
iteration : 3979, ce : 0.23969225585460663, total_loss : 0.23969225585460663, time : 88
iteration : 3999, ce : 0.2422814093530178, total_loss : 0.2422814093530178, time : 87
iteration : 4019, ce : 0.24265514835715293, total_loss : 0.24265514835715293, time : 86
iteration : 4039, ce : 0.22647963762283324, total_loss : 0.22647963762283324, time : 85
iteration : 4059, ce : 0.24679452702403068, total_loss : 0.24679452702403068, time : 86
iteration : 4079, ce : 0.2567787252366543, total_loss : 0.2567787252366543, time : 85
iteration : 4099, ce : 0.23241996243596078, total_loss : 0.23241996243596078, time : 86
iteration : 4119, ce : 0.25939868576824665, total_loss : 0.25939868576824665, time : 85
iteration : 4139, ce : 0.2318422183394432, total_loss : 0.2318422183394432, time : 86
iteration : 4159, ce : 0.22450398355722428, total_loss : 0.22450398355722428, time : 86
iteration : 4179, ce : 0.24883060529828072, total_loss : 0.24883060529828072, time : 85
iteration : 4199, ce : 0.2515662916004658, total_loss : 0.2515662916004658, time : 86
iteration : 4219, ce : 0.245039976388216, total_loss : 0.245039976388216, time : 86
iteration : 4239, ce : 0.23325530774891376, total_loss : 0.23325530774891376, time : 86
iteration : 4259, ce : 0.23993205428123474, total_loss : 0.23993205428123474, time : 86
iteration : 4279, ce : 0.2517803393304348, total_loss : 0.2517803393304348, time : 86
iteration : 4299, ce : 0.2460867114365101, total_loss : 0.2460867114365101, time : 86
iteration : 4319, ce : 0.27551730051636697, total_loss : 0.27551730051636697, time : 86
iteration : 4339, ce : 0.25189902558922767, total_loss : 0.25189902558922767, time : 86
iteration : 4359, ce : 0.22977810874581336, total_loss : 0.22977810874581336, time : 86
iteration : 4379, ce : 0.2361053641885519, total_loss : 0.2361053641885519, time : 86
iteration : 4399, ce : 0.24949874430894853, total_loss : 0.24949874430894853, time : 86
iteration : 4419, ce : 0.2633074536919594, total_loss : 0.2633074536919594, time : 86
iteration : 4439, ce : 0.23566167131066323, total_loss : 0.23566167131066323, time : 86
iteration : 4459, ce : 0.2456589788198471, total_loss : 0.2456589788198471, time : 86
iteration : 4479, ce : 0.2294797979295254, total_loss : 0.2294797979295254, time : 86
iteration : 4499, ce : 0.2291151612997055, total_loss : 0.2291151612997055, time : 86
iteration : 4519, ce : 0.2406226687133312, total_loss : 0.2406226687133312, time : 86
iteration : 4539, ce : 0.2403894655406475, total_loss : 0.2403894655406475, time : 84
iteration : 4559, ce : 0.25152582451701166, total_loss : 0.25152582451701166, time : 83
iteration : 4579, ce : 0.22830540612339972, total_loss : 0.22830540612339972, time : 83
iteration : 4599, ce : 0.24385710917413234, total_loss : 0.24385710917413234, time : 84
iteration : 4619, ce : 0.2510056130588055, total_loss : 0.2510056130588055, time : 84
iteration : 4639, ce : 0.24141689464449884, total_loss : 0.24141689464449884, time : 84
iteration : 4659, ce : 0.23872020691633225, total_loss : 0.23872020691633225, time : 83
iteration : 4679, ce : 0.2532632626593113, total_loss : 0.2532632626593113, time : 84
iteration : 4699, ce : 0.2278894804418087, total_loss : 0.2278894804418087, time : 84
iteration : 4719, ce : 0.23721716776490212, total_loss : 0.23721716776490212, time : 84
iteration : 4739, ce : 0.22203543186187744, total_loss : 0.22203543186187744, time : 84
iteration : 4759, ce : 0.24293048307299614, total_loss : 0.24293048307299614, time : 84
iteration : 4779, ce : 0.24947046414017676, total_loss : 0.24947046414017676, time : 84
iteration : 4799, ce : 0.23372231274843216, total_loss : 0.23372231274843216, time : 84
iteration : 4819, ce : 0.2364243783056736, total_loss : 0.2364243783056736, time : 85
iteration : 4839, ce : 0.23346613049507142, total_loss : 0.23346613049507142, time : 84
iteration : 4859, ce : 0.23267510309815406, total_loss : 0.23267510309815406, time : 84
iteration : 4879, ce : 0.23721912279725074, total_loss : 0.23721912279725074, time : 85
iteration : 4899, ce : 0.26734492257237435, total_loss : 0.26734492257237435, time : 85
iteration : 4919, ce : 0.25963077768683435, total_loss : 0.25963077768683435, time : 84
iteration : 4939, ce : 0.25072947293519976, total_loss : 0.25072947293519976, time : 84
iteration : 4959, ce : 0.25466407313942907, total_loss : 0.25466407313942907, time : 85
iteration : 4979, ce : 0.24942969121038913, total_loss : 0.24942969121038913, time : 85
iteration : 4999, ce : 0.23026539161801338, total_loss : 0.23026539161801338, time : 85
saved model in ./experiment/model/semantic_sam/model.pth
iteration : 4999, mIoU : 76.79329681396484, OA : 89.15547943115234, best_valid_mIoU : 76.79329681396484, time : 729
iteration : 5019, ce : 0.22936422750353813, total_loss : 0.22936422750353813, time : 830
iteration : 5039, ce : 0.23171443976461886, total_loss : 0.23171443976461886, time : 86
iteration : 5059, ce : 0.24288133755326272, total_loss : 0.24288133755326272, time : 86
iteration : 5079, ce : 0.23712682723999023, total_loss : 0.23712682723999023, time : 85
iteration : 5099, ce : 0.24935386329889297, total_loss : 0.24935386329889297, time : 85
iteration : 5119, ce : 0.22556733340024948, total_loss : 0.22556733340024948, time : 84
iteration : 5139, ce : 0.24181623086333276, total_loss : 0.24181623086333276, time : 84
iteration : 5159, ce : 0.26039027124643327, total_loss : 0.26039027124643327, time : 84
iteration : 5179, ce : 0.2654074512422085, total_loss : 0.2654074512422085, time : 84
iteration : 5199, ce : 0.24519679620862006, total_loss : 0.24519679620862006, time : 83
iteration : 5219, ce : 0.24492869526147842, total_loss : 0.24492869526147842, time : 126
iteration : 5239, ce : 0.21387892961502075, total_loss : 0.21387892961502075, time : 89
iteration : 5259, ce : 0.23394580483436583, total_loss : 0.23394580483436583, time : 88
iteration : 5279, ce : 0.24037795439362525, total_loss : 0.24037795439362525, time : 86
iteration : 5299, ce : 0.22948250025510789, total_loss : 0.22948250025510789, time : 86
iteration : 5319, ce : 0.2442245900630951, total_loss : 0.2442245900630951, time : 85
iteration : 5339, ce : 0.25832042247056963, total_loss : 0.25832042247056963, time : 85
iteration : 5359, ce : 0.23416730836033822, total_loss : 0.23416730836033822, time : 84
iteration : 5379, ce : 0.22690984159708022, total_loss : 0.22690984159708022, time : 84
iteration : 5399, ce : 0.2331869512796402, total_loss : 0.2331869512796402, time : 84
iteration : 5419, ce : 0.23599546477198602, total_loss : 0.23599546477198602, time : 84
iteration : 5439, ce : 0.2205421157181263, total_loss : 0.2205421157181263, time : 84
iteration : 5459, ce : 0.2631093621253967, total_loss : 0.2631093621253967, time : 84
iteration : 5479, ce : 0.2388830952346325, total_loss : 0.2388830952346325, time : 84
iteration : 5499, ce : 0.24372119903564454, total_loss : 0.24372119903564454, time : 84
iteration : 5519, ce : 0.24345197901129723, total_loss : 0.24345197901129723, time : 84
iteration : 5539, ce : 0.2225770942866802, total_loss : 0.2225770942866802, time : 84
iteration : 5559, ce : 0.24944185912609101, total_loss : 0.24944185912609101, time : 83
iteration : 5579, ce : 0.23129093125462533, total_loss : 0.23129093125462533, time : 84
iteration : 5599, ce : 0.25260641127824784, total_loss : 0.25260641127824784, time : 84
iteration : 5619, ce : 0.22201998755335808, total_loss : 0.22201998755335808, time : 84
iteration : 5639, ce : 0.25488403514027597, total_loss : 0.25488403514027597, time : 84
iteration : 5659, ce : 0.2688692554831505, total_loss : 0.2688692554831505, time : 84
iteration : 5679, ce : 0.22676750347018243, total_loss : 0.22676750347018243, time : 83
iteration : 5699, ce : 0.23939403258264064, total_loss : 0.23939403258264064, time : 84
iteration : 5719, ce : 0.243857941031456, total_loss : 0.243857941031456, time : 84
iteration : 5739, ce : 0.2488011486828327, total_loss : 0.2488011486828327, time : 84
iteration : 5759, ce : 0.2641017436981201, total_loss : 0.2641017436981201, time : 84
iteration : 5779, ce : 0.23675430938601494, total_loss : 0.23675430938601494, time : 83
iteration : 5799, ce : 0.25325079187750815, total_loss : 0.25325079187750815, time : 84
iteration : 5819, ce : 0.23675843179225922, total_loss : 0.23675843179225922, time : 83
iteration : 5839, ce : 0.23919237181544303, total_loss : 0.23919237181544303, time : 84
iteration : 5859, ce : 0.23960726708173752, total_loss : 0.23960726708173752, time : 84
iteration : 5879, ce : 0.26052633076906206, total_loss : 0.26052633076906206, time : 84
iteration : 5899, ce : 0.24504968151450157, total_loss : 0.24504968151450157, time : 84
iteration : 5919, ce : 0.256035615503788, total_loss : 0.256035615503788, time : 84
iteration : 5939, ce : 0.2392197199165821, total_loss : 0.2392197199165821, time : 84
iteration : 5959, ce : 0.23828330412507057, total_loss : 0.23828330412507057, time : 84
iteration : 5979, ce : 0.21795298382639886, total_loss : 0.21795298382639886, time : 84
iteration : 5999, ce : 0.23397700861096382, total_loss : 0.23397700861096382, time : 84
iteration : 6019, ce : 0.23112400323152543, total_loss : 0.23112400323152543, time : 85
iteration : 6039, ce : 0.2311902865767479, total_loss : 0.2311902865767479, time : 85
iteration : 6059, ce : 0.23417652100324632, total_loss : 0.23417652100324632, time : 84
iteration : 6079, ce : 0.2415320858359337, total_loss : 0.2415320858359337, time : 85
iteration : 6099, ce : 0.22067244127392768, total_loss : 0.22067244127392768, time : 85
iteration : 6119, ce : 0.23033591285347937, total_loss : 0.23033591285347937, time : 85
iteration : 6139, ce : 0.2380109906196594, total_loss : 0.2380109906196594, time : 85
iteration : 6159, ce : 0.26777243316173555, total_loss : 0.26777243316173555, time : 85
iteration : 6179, ce : 0.23844520449638368, total_loss : 0.23844520449638368, time : 85
iteration : 6199, ce : 0.22749343365430832, total_loss : 0.22749343365430832, time : 84
iteration : 6219, ce : 0.22288999408483506, total_loss : 0.22288999408483506, time : 85
iteration : 6239, ce : 0.23355424776673317, total_loss : 0.23355424776673317, time : 85
iteration : 6259, ce : 0.22204044312238694, total_loss : 0.22204044312238694, time : 84
iteration : 6279, ce : 0.2331430159509182, total_loss : 0.2331430159509182, time : 84
iteration : 6299, ce : 0.23448231555521487, total_loss : 0.23448231555521487, time : 85
iteration : 6319, ce : 0.22035425044596196, total_loss : 0.22035425044596196, time : 85
iteration : 6339, ce : 0.2567104697227478, total_loss : 0.2567104697227478, time : 84
iteration : 6359, ce : 0.23345977887511254, total_loss : 0.23345977887511254, time : 84
iteration : 6379, ce : 0.2565310761332512, total_loss : 0.2565310761332512, time : 84
iteration : 6399, ce : 0.23711112141609192, total_loss : 0.23711112141609192, time : 85
iteration : 6419, ce : 0.22959202006459237, total_loss : 0.22959202006459237, time : 84
iteration : 6439, ce : 0.25819132626056673, total_loss : 0.25819132626056673, time : 85
iteration : 6459, ce : 0.23185088932514192, total_loss : 0.23185088932514192, time : 84
iteration : 6479, ce : 0.22528765723109245, total_loss : 0.22528765723109245, time : 85
iteration : 6499, ce : 0.24650533199310304, total_loss : 0.24650533199310304, time : 85
iteration : 6519, ce : 0.22495272159576415, total_loss : 0.22495272159576415, time : 125
iteration : 6539, ce : 0.23742132335901261, total_loss : 0.23742132335901261, time : 90
iteration : 6559, ce : 0.23019219264388086, total_loss : 0.23019219264388086, time : 90
iteration : 6579, ce : 0.2387477822601795, total_loss : 0.2387477822601795, time : 110
iteration : 6599, ce : 0.2531420700252056, total_loss : 0.2531420700252056, time : 90
iteration : 6619, ce : 0.22874794602394105, total_loss : 0.22874794602394105, time : 88
iteration : 6639, ce : 0.23236692920327187, total_loss : 0.23236692920327187, time : 86
iteration : 6659, ce : 0.2398434303700924, total_loss : 0.2398434303700924, time : 86
iteration : 6679, ce : 0.2282715104520321, total_loss : 0.2282715104520321, time : 85
iteration : 6699, ce : 0.23890779688954353, total_loss : 0.23890779688954353, time : 85
iteration : 6719, ce : 0.24339973479509353, total_loss : 0.24339973479509353, time : 85
iteration : 6739, ce : 0.23188442587852479, total_loss : 0.23188442587852479, time : 85
iteration : 6759, ce : 0.23200503289699553, total_loss : 0.23200503289699553, time : 85
iteration : 6779, ce : 0.23941511809825897, total_loss : 0.23941511809825897, time : 85
iteration : 6799, ce : 0.24299733266234397, total_loss : 0.24299733266234397, time : 85
